song_base,artist_canon,genius_full_title,genius_primary_artist,match_score_num,genius_url
i can take it from there,chris young,/Chris-young-i-can-take-it-from-there-lyrics,I Can Take It From There by Chris Young,,1.0
mirrors,justin timberlake,/Justin-timberlake-mirrors-lyrics,Mirrors by Justin Timberlake,,1.0
battle scars,lupe fiasco and guy sebastian,/Lupe-fiasco-and-guy-sebastian-battle-scars-lyrics,Battle Scars by Lupe Fiasco & Guy Sebastian,,0.7272727272727273
the only way i know,jason aldean with luke bryan and eric church,/Jason-aldean-the-only-way-i-know-lyrics,The Only Way I Know by Jason Aldean (Ft. Eric Church & Luke Bryan),,0.6666666666666666
love and war,tamar braxton,/Tamar-braxton-love-and-war-lyrics,Love and War by Tamar Braxton,,1.0
like jesus does,eric church,/Eric-church-like-jesus-does-lyrics,Like Jesus Does by Eric Church,,1.0
don't judge me,chris brown,/Chris-brown-dont-judge-me-lyrics,Don't Judge Me by Chris Brown,,0.9803921568627451
gold,britt nicole,/Britt-nicole-gold-lyrics,Gold by Britt Nicole,,1.0
highway don't care,tim mcgraw with taylor swift,,,,0.0
cups,anna kendrick,/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,,0.72
dope,tyga featuring rick ross,,,,0.0
stubborn love,the lumineers,/The-lumineers-stubborn-love-lyrics,Stubborn Love by ​The Lumineers,,1.0
love sosa,chief keef,/Chief-keef-love-sosa-lyrics,Love Sosa by Chief Keef,,1.0
tip it on back,dierks bentley,/Dierks-bentley-tip-it-on-back-lyrics,Tip It on Back by Dierks Bentley,,1.0
levitate,hadouken!,/Hadouken-levitate-lyrics,Levitate by Hadouken!,,1.0
remember you,wiz khalifa featuring the weeknd,/Wiz-khalifa-remember-you-lyrics,Remember You by Wiz Khalifa (Ft. The Weeknd),,0.6956521739130435
changed,rascal flatts,/Rascal-flatts-changed-lyrics,Changed by Rascal Flatts,,1.0
more than miles,brantley gilbert,/Brantley-gilbert-more-than-miles-lyrics,More Than Miles by Brantley Gilbert,,1.0
little things,one direction,/One-direction-little-things-lyrics,Little Things by One Direction,,1.0
as your friend,afrojack featuring chris brown,/Afrojack-as-your-friend-lyrics,As Your Friend by AFROJACK (Ft. Chris Brown),,0.6764705882352942
kisses down low,kelly rowland,/Kelly-rowland-kisses-down-low-lyrics,Kisses Down Low by Kelly Rowland,,1.0
beat this summer,brad paisley,/Brad-paisley-beat-this-summer-lyrics,Beat This Summer by Brad Paisley,,1.0
show out,juicy j featuring big sean and young jeezy,,,,0.0
karate chop,future featuring lil wayne,,,,0.0
gone gone gone,phillip phillips,/Phillip-phillips-gone-gone-gone-lyrics,"Gone, Gone, Gone by Phillip Phillips",,1.0
harlem shake,baauer,/Baauer-harlem-shake-lyrics,Harlem Shake by Baauer,,1.0
thrift shop,macklemore and ryan lewis featuring wanz,,,,0.0
when i was your man,bruno mars,/Bruno-mars-when-i-was-your-man-lyrics,When I Was Your Man by Bruno Mars,,1.0
i knew you were trouble,taylor swift,/Taylor-swift-i-knew-you-were-trouble-lyrics,I Knew You Were Trouble. by Taylor Swift,,1.0
stay,rihanna featuring mikky ekko,,,,0.0
started from the bottom,drake,/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,,1.0
scream and shout,will.i.am and britney spears,/William-scream-and-shout-lyrics,Scream & Shout by will.i.am (Ft. Britney Spears),,0.6567164179104478
suit and tie,justin timberlake featuring jay z,/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),,0.7222222222222222
locked out of heaven,bruno mars,/Bruno-mars-locked-out-of-heaven-lyrics,Locked Out of Heaven by Bruno Mars,,1.0
don't you worry child,swedish house mafia featuring john martin,/Swedish-house-mafia-dont-you-worry-child-lyrics,Don't You Worry Child by Swedish House Mafia (Ft. John Martin),,0.7766990291262136
love me,lil wayne featuring drake and future,/Rap-critic-rap-critic-reviews-love-me-by-lil-wayne-feat-drake-and-future-lyrics,"Rap Critic Reviews: ""Love Me"" by Lil Wayne feat. Drake and Future by Rap Critic",,0.6724137931034483
heart attack,demi lovato,/Demi-lovato-heart-attack-lyrics,Heart Attack by Demi Lovato,,1.0
ho hey,the lumineers,/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,,1.0
daylight,maroon 5,/Maroon-5-daylight-lyrics,Daylight by Maroon 5,,1.0
f kin problems,"a$ap rocky featuring drake, 2 chainz and kendrick lamar",,,,0.0
sweet nothing,calvin harris featuring florence welch,/Calvin-harris-sweet-nothing-lyrics,Sweet Nothing by Calvin Harris (Ft. Florence Welch),,0.6835443037974683
girl on fire,alicia keys featuring nicki minaj,,,,0.0
feel this moment,pitbull featuring christina aguilera,/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),,0.6233766233766234
i will wait,mumford and sons,/Mumford-and-sons-i-will-wait-lyrics,I Will Wait by Mumford & Sons,,0.9230769230769231
pour it up,rihanna,/Rihanna-pour-it-up-lyrics,Pour It Up by Rihanna,,1.0
it's time,imagine dragons,/Imagine-dragons-its-time-lyrics,It's Time by Imagine Dragons,,0.9795918367346939
catch my breath,kelly clarkson,/Kelly-clarkson-catch-my-breath-lyrics,Catch My Breath by Kelly Clarkson,,1.0
beauty and a beat,justin bieber featuring nicki minaj,/Justin-bieber-beauty-and-a-beat-lyrics,Beauty and a Beat by Justin Bieber (Ft. Nicki Minaj),,0.7380952380952381
try,p!nk,/P-nk-try-lyrics,Try by P!nk,,1.0
poetic justice,kendrick lamar featuring drake,,,,0.0
gangnam style,psy,/Psy-gangnam-style-lyrics,Gangnam Style by PSY,,1.0
little talks,of monsters and men,/Of-monsters-and-men-little-talks-lyrics,Little Talks by Of Monsters and Men,,1.0
sure be cool if you did,blake shelton,/Blake-shelton-sure-be-cool-if-you-did-lyrics,Sure Be Cool If You Did by Blake Shelton,,1.0
sail,awolnation,/Awolnation-sail-lyrics,Sail by AWOLNATION,,1.0
carry on,fun.,/Fun-carry-on-lyrics,Carry On by fun.,,1.0
diamonds,rihanna,/Rihanna-diamonds-lyrics,Diamonds by Rihanna,,1.0
skyfall,adele,/Adele-skyfall-lyrics,Skyfall by Adele,,1.0
troublemaker,olly murs featuring flo rida,/Olly-murs-troublemaker-lyrics,Troublemaker by Olly Murs (Ft. Flo Rida),,0.6984126984126984
one more night,maroon 5,/Maroon-5-one-more-night-lyrics,One More Night by Maroon 5,,1.0
home,phillip phillips,/Phillip-phillips-home-lyrics,Home by Phillip Phillips,,1.0
hall of fame,the script featuring will.i.am,/The-script-hall-of-fame-lyrics,Hall of Fame by The Script (Ft. will.i.am),,0.696969696969697
some nights,fun.,/Fun-some-nights-lyrics,Some Nights by fun.,,1.0
wanted,hunter hayes,/Hunter-hayes-wanted-lyrics,Wanted by Hunter Hayes,,1.0
all gold everything,trinidad james,/Trinidad-james-all-gold-everything-lyrics,All Gold Everything by Trinidad James,,1.0
c'mon,ke$ha,,,,0.0
adorn,miguel,/Miguel-adorn-lyrics,Adorn by Miguel,,1.0
better dig two,the band perry,/The-band-perry-better-dig-two-lyrics,Better Dig Two by The Band Perry,,1.0
one way or another,one direction,/One-direction-one-way-or-another-teenage-kicks-lyrics,One Way or Another (Teenage Kicks) by One Direction,,0.8205128205128205
one of those nights,tim mcgraw,/Tim-mcgraw-one-of-those-nights-lyrics,One Of Those Nights by Tim McGraw,,1.0
two black cadillacs,carrie underwood,/Carrie-underwood-two-black-cadillacs-lyrics,Two Black Cadillacs by Carrie Underwood,,1.0
just give me a reason,p!nk featuring nate ruess,/P-nk-just-give-me-a-reason-lyrics,Just Give Me a Reason by P!nk (Ft. Nate Ruess),,0.7123287671232876
swimming pools,kendrick lamar,/Kendrick-lamar-swimming-pools-drank-lyrics,Swimming Pools (Drank) by Kendrick Lamar,,0.90625
kiss you,one direction,/One-direction-kiss-you-lyrics,Kiss You by One Direction,,1.0
downtown,lady antebellum,/Lady-a-downtown-lyrics,Downtown by Lady A,,0.7692307692307693
mama's broken heart,miranda lambert,/Miranda-lambert-mamas-broken-heart-lyrics,Mama's Broken Heart by Miranda Lambert,,0.9855072463768116
i'm different,2 chainz,/2-chainz-im-different-lyrics,I'm Different by 2 Chainz,,0.9767441860465116
i drive your truck,lee brice,/Lee-brice-i-drive-your-truck-lyrics,I Drive Your Truck by Lee Brice,,1.0
tornado,little big town,/Little-big-town-tornado-lyrics,Tornado by Little Big Town,,1.0
my songs know what you did in the dark,fall out boy,/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,My Songs Know What You Did in the Dark (Demo) by Fall Out Boy,,0.9532710280373832
get your shine on,florida georgia line,/Florida-georgia-line-get-your-shine-on-lyrics,Get Your Shine On by Florida Georgia Line,,1.0
loveeeeeee song,rihanna featuring future,/Rihanna-loveeeeeee-song-lyrics,Loveeeeeee Song by Rihanna (Ft. Future),,0.7301587301587301
hey porsche,nelly,/Nelly-hey-porsche-lyrics,Hey Porsche by Nelly,,1.0
bugatti,ace hood featuring future and rick ross,,,,0.0
somebody's heartbreak,hunter hayes,/Hunter-hayes-somebodys-heartbreak-lyrics,Somebody's Heartbreak by Hunter Hayes,,0.9850746268656716
bad,wale featuring tiara thomas or rihanna,,,,0.0
neva end,future,/Future-neva-end-lyrics,Neva End by Future,,1.0
r i p,young jeezy featuring 2 chainz,,,,0.0
wicked games,the weeknd,/The-weeknd-wicked-games-lyrics,Wicked Games by The Weeknd,,1.0
can't hold us,macklemore and ryan lewis featuring ray dalton,/Cant-hold-us-cant-hold-us-tribute-to-macklemore-ryan-lewis-and-ray-dalton-instrumental-version-lyrics,Can't Hold Us - Tribute to Macklemore Ryan Lewis and Ray Dalton (Instrumental Version) by Can't Hold Us,,0.6233766233766234
pirate flag,kenny chesney,/Kenny-chesney-pirate-flag-lyrics,Pirate Flag by Kenny Chesney,,1.0
merry go 'round,kacey musgraves,/Kacey-musgraves-merry-go-round-lyrics,Merry Go 'Round by Kacey Musgraves,,1.0
i love it,icona pop featuring charli xcx,/Icona-pop-i-love-it-lyrics,I Love It by Icona Pop (Ft. Charli xcx),,0.6440677966101694
wagon wheel,darius rucker,/Darius-rucker-wagon-wheel-lyrics,Wagon Wheel by Darius Rucker,,1.0
if i didn't have you,thompson square,/Thompson-square-if-i-didnt-have-you-lyrics,If I Didn't Have You by Thompson Square,,0.9859154929577465
give it all we got tonight,george strait,/George-strait-give-it-all-we-got-tonight-lyrics,Give It All We Got Tonight by George Strait,,1.0
alive,krewella,/Krewella-alive-lyrics,Alive by Krewella,,1.0
next to me,emeli sande,/Emeli-sande-next-to-me-lyrics,Next to Me by Emeli Sandé,,1.0
who booty,jonn hart featuring iamsu!,/Jonn-hart-who-booty-lyrics,Who Booty by Jonn Hart (Ft. Iamsu!),,0.7037037037037037
the only way i know,jason aldean with luke bryan and eric church,/Jason-aldean-the-only-way-i-know-lyrics,The Only Way I Know by Jason Aldean (Ft. Eric Church & Luke Bryan),,0.6666666666666666
don't stop the party,pitbull featuring tjr,/Pitbull-dont-stop-the-party-lyrics,Don't Stop the Party by Pitbull (Ft. TJR),,0.782608695652174
tip it on back,dierks bentley,/Dierks-bentley-tip-it-on-back-lyrics,Tip It on Back by Dierks Bentley,,1.0
don't judge me,chris brown,/Chris-brown-dont-judge-me-lyrics,Don't Judge Me by Chris Brown,,0.9803921568627451
battle scars,lupe fiasco and guy sebastian,/Lupe-fiasco-and-guy-sebastian-battle-scars-lyrics,Battle Scars by Lupe Fiasco & Guy Sebastian,,0.7272727272727273
power trip,j. cole featuring miguel,,,,0.0
remember you,wiz khalifa featuring the weeknd,/Wiz-khalifa-remember-you-lyrics,Remember You by Wiz Khalifa (Ft. The Weeknd),,0.6956521739130435
we still in this b,b.o.b featuring t.i. and juicy j,/Bob-we-still-in-this-bitch-lyrics,We Still In This Bitch by B.o.B (Ft. Juicy J & T.I.),,0.6153846153846154
i can take it from there,chris young,/Chris-young-i-can-take-it-from-there-lyrics,I Can Take It From There by Chris Young,,1.0
stubborn love,the lumineers,/The-lumineers-stubborn-love-lyrics,Stubborn Love by ​The Lumineers,,1.0
cups,anna kendrick,/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,,0.72
like jesus does,eric church,/Eric-church-like-jesus-does-lyrics,Like Jesus Does by Eric Church,,1.0
dope,tyga featuring rick ross,,,,0.0
ball,t.i. featuring lil wayne,,,,0.0
little things,one direction,/One-direction-little-things-lyrics,Little Things by One Direction,,1.0
gold,britt nicole,/Britt-nicole-gold-lyrics,Gold by Britt Nicole,,1.0
love sosa,chief keef,/Chief-keef-love-sosa-lyrics,Love Sosa by Chief Keef,,1.0
as your friend,afrojack featuring chris brown,/Afrojack-as-your-friend-lyrics,As Your Friend by AFROJACK (Ft. Chris Brown),,0.6764705882352942
changed,rascal flatts,/Rascal-flatts-changed-lyrics,Changed by Rascal Flatts,,1.0
it's a beautiful day,michael buble,/Michael-buble-its-a-beautiful-day-lyrics,It's a Beautiful Day by Michael Bublé,,0.9850746268656716
love and war,tamar braxton,/Tamar-braxton-love-and-war-lyrics,Love and War by Tamar Braxton,,1.0
va va voom,nicki minaj,/Nicki-minaj-va-va-voom-lyrics,Va Va Voom by Nicki Minaj,,1.0
mirrors,justin timberlake,/Justin-timberlake-mirrors-lyrics,Mirrors by Justin Timberlake,,1.0
more than miles,brantley gilbert,/Brantley-gilbert-more-than-miles-lyrics,More Than Miles by Brantley Gilbert,,1.0
levitate,hadouken!,/Hadouken-levitate-lyrics,Levitate by Hadouken!,,1.0
guap,big sean,/Big-sean-guap-lyrics,Guap by Big Sean (Ft. Kanye West),,1.0
harlem shake,baauer,/Baauer-harlem-shake-lyrics,Harlem Shake by Baauer,,1.0
thrift shop,macklemore and ryan lewis featuring wanz,,,,0.0
when i was your man,bruno mars,/Bruno-mars-when-i-was-your-man-lyrics,When I Was Your Man by Bruno Mars,,1.0
i knew you were trouble,taylor swift,/Taylor-swift-i-knew-you-were-trouble-lyrics,I Knew You Were Trouble. by Taylor Swift,,1.0
scream and shout,will.i.am and britney spears,/William-scream-and-shout-lyrics,Scream & Shout by will.i.am (Ft. Britney Spears),,0.6567164179104478
started from the bottom,drake,/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,,1.0
stay,rihanna featuring mikky ekko,,,,0.0
suit and tie,justin timberlake featuring jay z,/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),,0.7222222222222222
locked out of heaven,bruno mars,/Bruno-mars-locked-out-of-heaven-lyrics,Locked Out of Heaven by Bruno Mars,,1.0
love me,lil wayne featuring drake and future,/Rap-critic-rap-critic-reviews-love-me-by-lil-wayne-feat-drake-and-future-lyrics,"Rap Critic Reviews: ""Love Me"" by Lil Wayne feat. Drake and Future by Rap Critic",,0.6724137931034483
ho hey,the lumineers,/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,,1.0
don't you worry child,swedish house mafia featuring john martin,/Swedish-house-mafia-dont-you-worry-child-lyrics,Don't You Worry Child by Swedish House Mafia (Ft. John Martin),,0.7766990291262136
one way or another,one direction,/One-direction-one-way-or-another-teenage-kicks-lyrics,One Way or Another (Teenage Kicks) by One Direction,,0.8205128205128205
daylight,maroon 5,/Maroon-5-daylight-lyrics,Daylight by Maroon 5,,1.0
f kin problems,"a$ap rocky featuring drake, 2 chainz and kendrick lamar",,,,0.0
girl on fire,alicia keys featuring nicki minaj,,,,0.0
sweet nothing,calvin harris featuring florence welch,/Calvin-harris-sweet-nothing-lyrics,Sweet Nothing by Calvin Harris (Ft. Florence Welch),,0.6835443037974683
beauty and a beat,justin bieber featuring nicki minaj,/Justin-bieber-beauty-and-a-beat-lyrics,Beauty and a Beat by Justin Bieber (Ft. Nicki Minaj),,0.7380952380952381
i will wait,mumford and sons,/Mumford-and-sons-i-will-wait-lyrics,I Will Wait by Mumford & Sons,,0.9230769230769231
try,p!nk,/P-nk-try-lyrics,Try by P!nk,,1.0
pour it up,rihanna,/Rihanna-pour-it-up-lyrics,Pour It Up by Rihanna,,1.0
it's time,imagine dragons,/Imagine-dragons-its-time-lyrics,It's Time by Imagine Dragons,,0.9795918367346939
catch my breath,kelly clarkson,/Kelly-clarkson-catch-my-breath-lyrics,Catch My Breath by Kelly Clarkson,,1.0
diamonds,rihanna,/Rihanna-diamonds-lyrics,Diamonds by Rihanna,,1.0
little talks,of monsters and men,/Of-monsters-and-men-little-talks-lyrics,Little Talks by Of Monsters and Men,,1.0
gangnam style,psy,/Psy-gangnam-style-lyrics,Gangnam Style by PSY,,1.0
feel this moment,pitbull featuring christina aguilera,/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),,0.6233766233766234
home,phillip phillips,/Phillip-phillips-home-lyrics,Home by Phillip Phillips,,1.0
carry on,fun.,/Fun-carry-on-lyrics,Carry On by fun.,,1.0
hall of fame,the script featuring will.i.am,/The-script-hall-of-fame-lyrics,Hall of Fame by The Script (Ft. will.i.am),,0.696969696969697
sure be cool if you did,blake shelton,/Blake-shelton-sure-be-cool-if-you-did-lyrics,Sure Be Cool If You Did by Blake Shelton,,1.0
one more night,maroon 5,/Maroon-5-one-more-night-lyrics,One More Night by Maroon 5,,1.0
poetic justice,kendrick lamar featuring drake,,,,0.0
c'mon,ke$ha,,,,0.0
wanted,hunter hayes,/Hunter-hayes-wanted-lyrics,Wanted by Hunter Hayes,,1.0
troublemaker,olly murs featuring flo rida,/Olly-murs-troublemaker-lyrics,Troublemaker by Olly Murs (Ft. Flo Rida),,0.6984126984126984
some nights,fun.,/Fun-some-nights-lyrics,Some Nights by fun.,,1.0
better dig two,the band perry,/The-band-perry-better-dig-two-lyrics,Better Dig Two by The Band Perry,,1.0
adorn,miguel,/Miguel-adorn-lyrics,Adorn by Miguel,,1.0
all gold everything,trinidad james,/Trinidad-james-all-gold-everything-lyrics,All Gold Everything by Trinidad James,,1.0
hey porsche,nelly,/Nelly-hey-porsche-lyrics,Hey Porsche by Nelly,,1.0
swimming pools,kendrick lamar,/Kendrick-lamar-swimming-pools-drank-lyrics,Swimming Pools (Drank) by Kendrick Lamar,,0.90625
one of those nights,tim mcgraw,/Tim-mcgraw-one-of-those-nights-lyrics,One Of Those Nights by Tim McGraw,,1.0
the a team,ed sheeran,/Ed-sheeran-the-a-team-lyrics,The A Team by Ed Sheeran,,1.0
kiss you,one direction,/One-direction-kiss-you-lyrics,Kiss You by One Direction,,1.0
two black cadillacs,carrie underwood,/Carrie-underwood-two-black-cadillacs-lyrics,Two Black Cadillacs by Carrie Underwood,,1.0
i'm different,2 chainz,/2-chainz-im-different-lyrics,I'm Different by 2 Chainz,,0.9767441860465116
sail,awolnation,/Awolnation-sail-lyrics,Sail by AWOLNATION,,1.0
die young,ke$ha,/Kesha-die-young-lyrics,Die Young by Kesha,,0.9333333333333333
tornado,little big town,/Little-big-town-tornado-lyrics,Tornado by Little Big Town,,1.0
neva end,future,/Future-neva-end-lyrics,Neva End by Future,,1.0
downtown,lady antebellum,/Lady-a-downtown-lyrics,Downtown by Lady A,,0.7692307692307693
wicked games,the weeknd,/The-weeknd-wicked-games-lyrics,Wicked Games by The Weeknd,,1.0
loveeeeeee song,rihanna featuring future,/Rihanna-loveeeeeee-song-lyrics,Loveeeeeee Song by Rihanna (Ft. Future),,0.7301587301587301
my songs know what you did in the dark,fall out boy,/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,My Songs Know What You Did in the Dark (Demo) by Fall Out Boy,,0.9532710280373832
somebody's heartbreak,hunter hayes,/Hunter-hayes-somebodys-heartbreak-lyrics,Somebody's Heartbreak by Hunter Hayes,,0.9850746268656716
i drive your truck,lee brice,/Lee-brice-i-drive-your-truck-lyrics,I Drive Your Truck by Lee Brice,,1.0
r i p,young jeezy featuring 2 chainz,,,,0.0
mama's broken heart,miranda lambert,/Miranda-lambert-mamas-broken-heart-lyrics,Mama's Broken Heart by Miranda Lambert,,0.9855072463768116
skyfall,adele,/Adele-skyfall-lyrics,Skyfall by Adele,,1.0
bugatti,ace hood featuring future and rick ross,,,,0.0
merry go 'round,kacey musgraves,/Kacey-musgraves-merry-go-round-lyrics,Merry Go 'Round by Kacey Musgraves,,1.0
get your shine on,florida georgia line,/Florida-georgia-line-get-your-shine-on-lyrics,Get Your Shine On by Florida Georgia Line,,1.0
don't stop the party,pitbull featuring tjr,/Pitbull-dont-stop-the-party-lyrics,Don't Stop the Party by Pitbull (Ft. TJR),,0.782608695652174
the only way i know,jason aldean with luke bryan and eric church,/Jason-aldean-the-only-way-i-know-lyrics,The Only Way I Know by Jason Aldean (Ft. Eric Church & Luke Bryan),,0.6666666666666666
tip it on back,dierks bentley,/Dierks-bentley-tip-it-on-back-lyrics,Tip It on Back by Dierks Bentley,,1.0
pirate flag,kenny chesney,/Kenny-chesney-pirate-flag-lyrics,Pirate Flag by Kenny Chesney,,1.0
who booty,jonn hart featuring iamsu!,/Jonn-hart-who-booty-lyrics,Who Booty by Jonn Hart (Ft. Iamsu!),,0.7037037037037037
bad,wale featuring tiara thomas or rihanna,,,,0.0
give it all we got tonight,george strait,/George-strait-give-it-all-we-got-tonight-lyrics,Give It All We Got Tonight by George Strait,,1.0
just give me a reason,p!nk featuring nate ruess,/P-nk-just-give-me-a-reason-lyrics,Just Give Me a Reason by P!nk (Ft. Nate Ruess),,0.7123287671232876
if i didn't have you,thompson square,/Thompson-square-if-i-didnt-have-you-lyrics,If I Didn't Have You by Thompson Square,,0.9859154929577465
i love it,icona pop featuring charli xcx,/Icona-pop-i-love-it-lyrics,I Love It by Icona Pop (Ft. Charli xcx),,0.6440677966101694
don't judge me,chris brown,/Chris-brown-dont-judge-me-lyrics,Don't Judge Me by Chris Brown,,0.9803921568627451
mirrors,justin timberlake,/Justin-timberlake-mirrors-lyrics,Mirrors by Justin Timberlake,,1.0
battle scars,lupe fiasco and guy sebastian,/Lupe-fiasco-and-guy-sebastian-battle-scars-lyrics,Battle Scars by Lupe Fiasco & Guy Sebastian,,0.7272727272727273
remember you,wiz khalifa featuring the weeknd,/Wiz-khalifa-remember-you-lyrics,Remember You by Wiz Khalifa (Ft. The Weeknd),,0.6956521739130435
alive,krewella,/Krewella-alive-lyrics,Alive by Krewella,,1.0
ball,t.i. featuring lil wayne,,,,0.0
love and war,tamar braxton,/Tamar-braxton-love-and-war-lyrics,Love and War by Tamar Braxton,,1.0
little things,one direction,/One-direction-little-things-lyrics,Little Things by One Direction,,1.0
love sosa,chief keef,/Chief-keef-love-sosa-lyrics,Love Sosa by Chief Keef,,1.0
stubborn love,the lumineers,/The-lumineers-stubborn-love-lyrics,Stubborn Love by ​The Lumineers,,1.0
cups,anna kendrick,/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,,0.72
dope,tyga featuring rick ross,,,,0.0
wagon wheel,darius rucker,/Darius-rucker-wagon-wheel-lyrics,Wagon Wheel by Darius Rucker,,1.0
as your friend,afrojack featuring chris brown,/Afrojack-as-your-friend-lyrics,As Your Friend by AFROJACK (Ft. Chris Brown),,0.6764705882352942
next to me,emeli sande,/Emeli-sande-next-to-me-lyrics,Next to Me by Emeli Sandé,,1.0
va va voom,nicki minaj,/Nicki-minaj-va-va-voom-lyrics,Va Va Voom by Nicki Minaj,,1.0
power trip,j. cole featuring miguel,,,,0.0
can't hold us,macklemore and ryan lewis featuring ray dalton,/Cant-hold-us-cant-hold-us-tribute-to-macklemore-ryan-lewis-and-ray-dalton-instrumental-version-lyrics,Can't Hold Us - Tribute to Macklemore Ryan Lewis and Ray Dalton (Instrumental Version) by Can't Hold Us,,0.6233766233766234
hold on,alabama shakes,/Alabama-shakes-hold-on-lyrics,Hold On by Alabama Shakes,,1.0
anything could happen,ellie goulding,/Ellie-goulding-anything-could-happen-lyrics,Anything Could Happen by Ellie Goulding,,1.0
guap,big sean,/Big-sean-guap-lyrics,Guap by Big Sean (Ft. Kanye West),,1.0
i can take it from there,chris young,/Chris-young-i-can-take-it-from-there-lyrics,I Can Take It From There by Chris Young,,1.0
we still in this b,b.o.b featuring t.i. and juicy j,/Bob-we-still-in-this-bitch-lyrics,We Still In This Bitch by B.o.B (Ft. Juicy J & T.I.),,0.6153846153846154
goodbye in her eyes,zac brown band,/Zac-brown-band-goodbye-in-her-eyes-lyrics,Goodbye In Her Eyes by Zac Brown Band,,1.0
like jesus does,eric church,/Eric-church-like-jesus-does-lyrics,Like Jesus Does by Eric Church,,1.0
karate chop,future featuring lil wayne,,,,0.0
harlem shake,baauer,/Baauer-harlem-shake-lyrics,Harlem Shake by Baauer,,1.0
thrift shop,macklemore and ryan lewis featuring wanz,,,,0.0
stay,rihanna featuring mikky ekko,,,,0.0
scream and shout,will.i.am and britney spears,/William-scream-and-shout-lyrics,Scream & Shout by will.i.am (Ft. Britney Spears),,0.6567164179104478
i knew you were trouble,taylor swift,/Taylor-swift-i-knew-you-were-trouble-lyrics,I Knew You Were Trouble. by Taylor Swift,,1.0
ho hey,the lumineers,/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,,1.0
locked out of heaven,bruno mars,/Bruno-mars-locked-out-of-heaven-lyrics,Locked Out of Heaven by Bruno Mars,,1.0
when i was your man,bruno mars,/Bruno-mars-when-i-was-your-man-lyrics,When I Was Your Man by Bruno Mars,,1.0
suit and tie,justin timberlake featuring jay z,/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),,0.7222222222222222
started from the bottom,drake,/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,,1.0
don't you worry child,swedish house mafia featuring john martin,/Swedish-house-mafia-dont-you-worry-child-lyrics,Don't You Worry Child by Swedish House Mafia (Ft. John Martin),,0.7766990291262136
i will wait,mumford and sons,/Mumford-and-sons-i-will-wait-lyrics,I Will Wait by Mumford & Sons,,0.9230769230769231
daylight,maroon 5,/Maroon-5-daylight-lyrics,Daylight by Maroon 5,,1.0
girl on fire,alicia keys featuring nicki minaj,,,,0.0
f kin problems,"a$ap rocky featuring drake, 2 chainz and kendrick lamar",,,,0.0
beauty and a beat,justin bieber featuring nicki minaj,/Justin-bieber-beauty-and-a-beat-lyrics,Beauty and a Beat by Justin Bieber (Ft. Nicki Minaj),,0.7380952380952381
sweet nothing,calvin harris featuring florence welch,/Calvin-harris-sweet-nothing-lyrics,Sweet Nothing by Calvin Harris (Ft. Florence Welch),,0.6835443037974683
try,p!nk,/P-nk-try-lyrics,Try by P!nk,,1.0
love me,lil wayne featuring drake and future,/Rap-critic-rap-critic-reviews-love-me-by-lil-wayne-feat-drake-and-future-lyrics,"Rap Critic Reviews: ""Love Me"" by Lil Wayne feat. Drake and Future by Rap Critic",,0.6724137931034483
carry on,fun.,/Fun-carry-on-lyrics,Carry On by fun.,,1.0
diamonds,rihanna,/Rihanna-diamonds-lyrics,Diamonds by Rihanna,,1.0
pour it up,rihanna,/Rihanna-pour-it-up-lyrics,Pour It Up by Rihanna,,1.0
it's time,imagine dragons,/Imagine-dragons-its-time-lyrics,It's Time by Imagine Dragons,,0.9795918367346939
mirrors,justin timberlake,/Justin-timberlake-mirrors-lyrics,Mirrors by Justin Timberlake,,1.0
catch my breath,kelly clarkson,/Kelly-clarkson-catch-my-breath-lyrics,Catch My Breath by Kelly Clarkson,,1.0
gangnam style,psy,/Psy-gangnam-style-lyrics,Gangnam Style by PSY,,1.0
adorn,miguel,/Miguel-adorn-lyrics,Adorn by Miguel,,1.0
some nights,fun.,/Fun-some-nights-lyrics,Some Nights by fun.,,1.0
wanted,hunter hayes,/Hunter-hayes-wanted-lyrics,Wanted by Hunter Hayes,,1.0
home,phillip phillips,/Phillip-phillips-home-lyrics,Home by Phillip Phillips,,1.0
