song_base,artist_canon,genius_id,genius_url,genius_path,genius_full_title,genius_primary_artist,genius_pageviews,genius_pyongs,genius_annotation_count,genius_lyrics_state,match_score,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint
the weekend,brantley gilbert,2824906.0,https://genius.com/Brantley-gilbert-the-weekend-lyrics,/Brantley-gilbert-the-weekend-lyrics,The Weekend by Brantley Gilbert,Brantley Gilbert,59698.0,,6.0,complete,1.0,False,False,False
prblms,6lack,2460194.0,https://genius.com/6lack-prblms-lyrics,/6lack-prblms-lyrics,PRBLMS by 6LACK,6LACK,2263040.0,,23.0,complete,1.0,False,False,False
yeah boy,kelsea ballerini,1790683.0,https://genius.com/Kelsea-ballerini-yeah-boy-lyrics,/Kelsea-ballerini-yeah-boy-lyrics,Yeah Boy by Kelsea Ballerini,Kelsea Ballerini,22722.0,,1.0,complete,1.0,False,False,False
good life,g-eazy and kehlani,3007473.0,https://genius.com/G-eazy-and-kehlani-good-life-lyrics,/G-eazy-and-kehlani-good-life-lyrics,Good Life by G-Eazy & Kehlani,G-Eazy,969436.0,,6.0,complete,0.7272727272727273,False,False,False
cake,flo rida and 99 percent,2933508.0,https://genius.com/Flo-rida-and-99-percent-cake-lyrics,/Flo-rida-and-99-percent-cake-lyrics,Cake by Flo Rida & 99 Percent,Flo Rida,169133.0,,3.0,complete,0.6341463414634146,False,False,False
ghost in this house,lauren duski,,,,,,,,,,0.0,False,False,False
everybody,logic,3039792.0,https://genius.com/Logic-everybody-lyrics,/Logic-everybody-lyrics,Everybody by Logic,Logic,1407709.0,,18.0,complete,1.0,False,False,False
the night we met,lord huron,733140.0,https://genius.com/Lord-huron-the-night-we-met-lyrics,/Lord-huron-the-night-we-met-lyrics,The Night We Met by Lord Huron,Lord Huron,486067.0,,10.0,complete,1.0,False,False,False
galway girl,ed sheeran,2953763.0,https://genius.com/Ed-sheeran-galway-girl-lyrics,/Ed-sheeran-galway-girl-lyrics,Galway Girl by Ed Sheeran,Ed Sheeran,1955718.0,,13.0,complete,1.0,False,False,False
moves,big sean,2938671.0,https://genius.com/Big-sean-moves-lyrics,/Big-sean-moves-lyrics,Moves by Big Sean,Big Sean,618199.0,,24.0,complete,1.0,False,False,False
down,marian hill,2433932.0,https://genius.com/Marian-hill-down-lyrics,/Marian-hill-down-lyrics,Down by Marian Hill,Marian Hill,340915.0,,10.0,complete,1.0,False,False,False
can't stop the feeling,justin timberlake,2467204.0,https://genius.com/Justin-timberlake-cant-stop-the-feeling-lyrics,/Justin-timberlake-cant-stop-the-feeling-lyrics,Can't Stop The Feeling! by Justin Timberlake,Justin Timberlake,608518.0,,8.0,complete,0.9873417721518988,False,False,False
first time,kygo and ellie goulding,3066143.0,https://genius.com/Kygo-and-ellie-goulding-first-time-lyrics,/Kygo-and-ellie-goulding-first-time-lyrics,First Time by Kygo & Ellie Goulding,Kygo,313983.0,,3.0,complete,0.6122448979591837,False,False,False
xxx,kendrick lamar featuring u2,,,,,,,,,,0.0,False,False,False
party,chris brown featuring usher and gucci mane,,,,,,,,,,0.0,False,False,False
yah,kendrick lamar,3047131.0,https://genius.com/Kendrick-lamar-yah-lyrics,/Kendrick-lamar-yah-lyrics,YAH. by Kendrick Lamar,Kendrick Lamar,1411514.0,,14.0,complete,1.0,False,False,False
sweet creature,harry styles,3053277.0,https://genius.com/Harry-styles-sweet-creature-lyrics,/Harry-styles-sweet-creature-lyrics,Sweet Creature by Harry Styles,Harry Styles,940656.0,,6.0,complete,1.0,False,True,False
selfish,future featuring rihanna,2999419.0,https://genius.com/Future-selfish-lyrics,/Future-selfish-lyrics,Selfish by Future (Ft. Rihanna),Future,612690.0,,8.0,complete,0.6086956521739131,False,False,False
call on me,starley,2828816.0,https://genius.com/Starley-call-on-me-lyrics,/Starley-call-on-me-lyrics,Call on Me by Starley,Starley,300406.0,,2.0,complete,1.0,False,False,False
you're welcome,dwayne johnson,2894762.0,https://genius.com/Dwayne-johnson-youre-welcome-lyrics,/Dwayne-johnson-youre-welcome-lyrics,You're Welcome by Dwayne Johnson,Dwayne Johnson,1787997.0,,24.0,complete,0.9824561403508771,False,False,False
mercy,shawn mendes,2811214.0,https://genius.com/Shawn-mendes-mercy-lyrics,/Shawn-mendes-mercy-lyrics,Mercy by Shawn Mendes,Shawn Mendes,954897.0,,9.0,complete,1.0,False,False,False
lust for life,lana del rey featuring the weeknd,3037651.0,https://genius.com/Lana-del-rey-lust-for-life-lyrics,/Lana-del-rey-lust-for-life-lyrics,Lust for Life by Lana Del Rey (Ft. The Weeknd),Lana Del Rey,1208311.0,,12.0,complete,0.7123287671232876,False,False,False
feel,kendrick lamar,3047134.0,https://genius.com/Kendrick-lamar-feel-lyrics,/Kendrick-lamar-feel-lyrics,FEEL. by Kendrick Lamar,Kendrick Lamar,1645941.0,,23.0,complete,1.0,False,False,False
pride,kendrick lamar,3047138.0,https://genius.com/Kendrick-lamar-pride-lyrics,/Kendrick-lamar-pride-lyrics,PRIDE. by Kendrick Lamar,Kendrick Lamar,2549462.0,,24.0,complete,1.0,False,False,False
lust,kendrick lamar,3047140.0,https://genius.com/Kendrick-lamar-lust-lyrics,/Kendrick-lamar-lust-lyrics,LUST. by Kendrick Lamar,Kendrick Lamar,1567920.0,,19.0,complete,1.0,False,False,False
still got time,zayn featuring partynextdoor,3030898.0,https://genius.com/Zayn-still-got-time-lyrics,/Zayn-still-got-time-lyrics,Still Got Time by ZAYN (Ft. PARTYNEXTDOOR),ZAYN,331049.0,,3.0,complete,0.6129032258064516,False,False,False
green light,lorde,3004720.0,https://genius.com/Lorde-green-light-lyrics,/Lorde-green-light-lyrics,Green Light by Lorde,Lorde,1196034.0,,9.0,complete,1.0,False,False,False
how far i'll go,auli'i cravalho,2894765.0,https://genius.com/Aulii-cravalho-how-far-ill-go-lyrics,/Aulii-cravalho-how-far-ill-go-lyrics,How Far I'll Go by Auli'i Cravalho,Auli’i Cravalho,1933706.0,,18.0,complete,0.9666666666666667,False,False,False
hard times,paramore,3058987.0,https://genius.com/Paramore-hard-times-lyrics,/Paramore-hard-times-lyrics,Hard Times by Paramore,Paramore,630403.0,,10.0,complete,1.0,False,False,False
fear,kendrick lamar,3047144.0,https://genius.com/Kendrick-lamar-fear-lyrics,/Kendrick-lamar-fear-lyrics,FEAR. by Kendrick Lamar,Kendrick Lamar,2520580.0,,62.0,complete,1.0,False,False,False
no frauds,"nicki minaj, drake and lil wayne",3017997.0,https://genius.com/Nicki-minaj-drake-and-lil-wayne-no-frauds-lyrics,/Nicki-minaj-drake-and-lil-wayne-no-frauds-lyrics,"No Frauds by Nicki Minaj, Drake & Lil Wayne",Nicki Minaj,1891276.0,,29.0,complete,0.6774193548387096,False,False,False
god,kendrick lamar,3047145.0,https://genius.com/Kendrick-lamar-god-lyrics,/Kendrick-lamar-god-lyrics,GOD. by Kendrick Lamar,Kendrick Lamar,1264996.0,,25.0,complete,1.0,False,False,False
deja vu,j. cole,2924188.0,https://genius.com/J-cole-deja-vu-lyrics,/J-cole-deja-vu-lyrics,Deja Vu by J. Cole,J. Cole,2484215.0,,11.0,complete,1.0,False,False,False
blood,kendrick lamar,3047129.0,https://genius.com/Kendrick-lamar-blood-lyrics,/Kendrick-lamar-blood-lyrics,BLOOD. by Kendrick Lamar,Kendrick Lamar,1341499.0,,5.0,complete,1.0,False,False,False
dirt on my boots,jon pardi,2597008.0,https://genius.com/Jon-pardi-dirt-on-my-boots-lyrics,/Jon-pardi-dirt-on-my-boots-lyrics,Dirt On My Boots by Jon Pardi,Jon Pardi,85774.0,,3.0,complete,1.0,False,False,False
duckworth,kendrick lamar,10341021.0,https://genius.com/Kendrick-lamar-euphoria-lyrics,/Kendrick-lamar-euphoria-lyrics,euphoria by Kendrick Lamar,Kendrick Lamar,10902634.0,,90.0,complete,0.7659574468085106,False,False,False
fast,luke bryan,2136122.0,https://genius.com/Luke-bryan-fast-lyrics,/Luke-bryan-fast-lyrics,Fast by Luke Bryan,Luke Bryan,29800.0,,5.0,complete,1.0,False,False,False
black spiderman,logic featuring damian lemar hudson,,,,,,,,,,0.0,False,False,False
fake love,drake,2890553.0,https://genius.com/Drake-fake-love-lyrics,/Drake-fake-love-lyrics,Fake Love by Drake,Drake,3818232.0,,5.0,complete,1.0,False,False,False
starboy,the weeknd featuring daft punk,,,,,,,,,,0.0,False,False,False
don't wanna know,maroon 5 featuring kendrick lamar,2851057.0,https://genius.com/Maroon-5-dont-wanna-know-lyrics,/Maroon-5-dont-wanna-know-lyrics,Don't Wanna Know by Maroon 5 (Ft. Kendrick Lamar),Maroon 5,1096569.0,,2.0,complete,0.6486486486486487,False,False,False
play that song,train,2869528.0,https://genius.com/Train-play-that-song-lyrics,/Train-play-that-song-lyrics,Play That Song by Train,Train,181711.0,,9.0,complete,1.0,False,False,False
free smoke,drake,2992433.0,https://genius.com/Drake-free-smoke-lyrics,/Drake-free-smoke-lyrics,Free Smoke by Drake,Drake,1751221.0,,31.0,complete,1.0,False,False,False
road less traveled,lauren alaina,2334666.0,https://genius.com/Lauren-alaina-road-less-traveled-lyrics,/Lauren-alaina-road-less-traveled-lyrics,Road Less Traveled by Lauren Alaina,Lauren Alaina,11670.0,,2.0,complete,1.0,False,False,False
the one,the chainsmokers,3021922.0,https://genius.com/The-chainsmokers-the-one-lyrics,/The-chainsmokers-the-one-lyrics,The One by The Chainsmokers,The Chainsmokers,413177.0,,4.0,complete,1.0,False,False,False
draco,future,2989255.0,https://genius.com/Future-draco-lyrics,/Future-draco-lyrics,Draco by Future,Future,544205.0,,27.0,complete,1.0,False,False,False
blem,drake,3028677.0,https://genius.com/Drake-blem-lyrics,/Drake-blem-lyrics,Blem by Drake,Drake,1354374.0,,14.0,complete,1.0,False,False,False
think a little less,michael ray,2269247.0,https://genius.com/Michael-ray-think-a-little-less-lyrics,/Michael-ray-think-a-little-less-lyrics,Think A Little Less by Michael Ray,Michael Ray,17693.0,,2.0,complete,1.0,False,False,False
teenage fever,drake,3028701.0,https://genius.com/Drake-teenage-fever-lyrics,/Drake-teenage-fever-lyrics,Teenage Fever by Drake,Drake,2040036.0,,10.0,complete,1.0,False,True,False
bar at the end of the world,kenny chesney,2897669.0,https://genius.com/Kenny-chesney-bar-at-the-end-of-the-world-lyrics,/Kenny-chesney-bar-at-the-end-of-the-world-lyrics,Bar at the End of the World by Kenny Chesney,Kenny Chesney,5233.0,,1.0,complete,1.0,False,False,False
how far i'll go,alessia cara,2893389.0,https://genius.com/Alessia-cara-how-far-ill-go-lyrics,/Alessia-cara-how-far-ill-go-lyrics,How Far I’ll Go by Alessia Cara,Alessia Cara,1373203.0,,4.0,complete,0.9818181818181818,False,False,False
million reasons,lady gaga,2865087.0,https://genius.com/Lady-gaga-million-reasons-lyrics,/Lady-gaga-million-reasons-lyrics,Million Reasons by Lady Gaga,Lady Gaga,717490.0,,10.0,complete,1.0,False,True,False
water under the bridge,adele,2336631.0,https://genius.com/Adele-water-under-the-bridge-lyrics,/Adele-water-under-the-bridge-lyrics,Water Under the Bridge by Adele,Adele,588020.0,,3.0,complete,1.0,False,True,False
bad things,machine gun kelly x camila cabello,,,,,,,,,,0.0,False,False,False
speak to a girl,tim mcgraw and faith hill,3033495.0,https://genius.com/Tim-mcgraw-and-faith-hill-speak-to-a-girl-lyrics,/Tim-mcgraw-and-faith-hill-speak-to-a-girl-lyrics,Speak To A Girl by Tim McGraw & Faith Hill,Tim McGraw,54536.0,,2.0,complete,0.7761194029850746,False,False,False
tin man,miranda lambert,2900637.0,https://genius.com/Miranda-lambert-tin-man-lyrics,/Miranda-lambert-tin-man-lyrics,Tin Man by Miranda Lambert,Miranda Lambert,87170.0,,9.0,complete,1.0,False,False,False
the heart part 4,kendrick lamar,3032843.0,https://genius.com/Kendrick-lamar-the-heart-part-4-lyrics,/Kendrick-lamar-the-heart-part-4-lyrics,The Heart Part 4 by Kendrick Lamar,Kendrick Lamar,1943887.0,,45.0,complete,1.0,False,False,False
sacrifices,drake featuring 2 chainz and young thug,,,,,,,,,,0.0,False,False,False
conscience,kodak black featuring future,3040481.0,https://genius.com/Kodak-black-conscience-lyrics,/Kodak-black-conscience-lyrics,Conscience by Kodak Black (Ft. Future),Kodak Black,204813.0,,13.0,complete,0.7213114754098361,False,True,False
heatstroke,"calvin harris featuring young thug, pharrell williams and ariana grande",10544321.0,https://genius.com/Genius-brasil-traducoes-calvin-harris-heatstroke-ft-young-thug-pharrell-williams-and-ariana-grande-traducao-em-portugues-lyrics,/Genius-brasil-traducoes-calvin-harris-heatstroke-ft-young-thug-pharrell-williams-and-ariana-grande-traducao-em-portugues-lyrics,"Calvin Harris - Heatstroke ft. Young Thug, Pharrell Williams & Ariana Grande (Tradução em Português) by Genius Brasil Traduções",Genius Brasil Traduções,,,0.0,complete,0.6192893401015228,False,True,False
get it together,drake featuring jorja smith and black coffee,,,,,,,,,,0.0,False,False,False
no long talk,drake featuring giggs,2992774.0,https://genius.com/Drake-no-long-talk-lyrics,/Drake-no-long-talk-lyrics,No Long Talk by Drake (Ft. Giggs),Drake,748975.0,,26.0,complete,0.6923076923076923,False,False,False
kmt,drake featuring giggs,,,,,,,,,,0.0,False,False,False
4422,drake featuring sampha,,,,,,,,,,0.0,False,False,False
jorja interlude,drake,3028667.0,https://genius.com/Drake-jorja-interlude-lyrics,/Drake-jorja-interlude-lyrics,Jorja Interlude by Drake (Ft. Jorja Smith),Drake,596958.0,,6.0,complete,1.0,False,True,False
madiba riddim,drake,3028673.0,https://genius.com/Drake-madiba-riddim-lyrics,/Drake-madiba-riddim-lyrics,Madiba Riddim by Drake,Drake,533681.0,,6.0,complete,1.0,False,False,False
ice melts,drake featuring young thug,,,,,,,,,,0.0,False,False,False
do not disturb,drake,3028713.0,https://genius.com/Drake-do-not-disturb-lyrics,/Drake-do-not-disturb-lyrics,Do Not Disturb by Drake,Drake,2048774.0,,35.0,complete,1.0,False,True,False
glow,drake featuring kanye west,,,,,,,,,,0.0,False,False,False
everyday,ariana grande featuring future,,,,,,,,,,0.0,False,False,False
can't have everything,drake,3028708.0,https://genius.com/Drake-cant-have-everything-lyrics,/Drake-cant-have-everything-lyrics,Can't Have Everything by Drake,Drake,667883.0,,21.0,complete,0.9811320754716981,False,False,False
party monster,the weeknd,2911255.0,https://genius.com/The-weeknd-party-monster-lyrics,/The-weeknd-party-monster-lyrics,Party Monster by The Weeknd,The Weeknd,1948445.0,,13.0,complete,1.0,False,True,False
nothings into somethings,drake,3028696.0,https://genius.com/Drake-nothings-into-somethings-lyrics,/Drake-nothings-into-somethings-lyrics,Nothings Into Somethings by Drake,Drake,409570.0,,8.0,complete,1.0,False,False,False
let me love you,dj snake featuring justin bieber,2819412.0,https://genius.com/Dj-snake-let-me-love-you-lyrics,/Dj-snake-let-me-love-you-lyrics,Let Me Love You by DJ Snake (Ft. Justin Bieber),DJ Snake,3544468.0,,6.0,complete,0.6666666666666666,False,False,False
lose you,drake,3028711.0,https://genius.com/Drake-lose-you-lyrics,/Drake-lose-you-lyrics,Lose You by Drake,Drake,962628.0,,38.0,complete,1.0,False,False,False
since way back,drake featuring partynextdoor,3028710.0,https://genius.com/Drake-since-way-back-lyrics,/Drake-since-way-back-lyrics,Since Way Back by Drake (Ft. PARTYNEXTDOOR),Drake,566979.0,,7.0,complete,0.625,False,True,False
make me,noah cyrus featuring labrinth,2908883.0,https://genius.com/Noah-cyrus-make-me-cry-lyrics,/Noah-cyrus-make-me-cry-lyrics,Make Me (Cry) by Noah Cyrus (Ft. Labrinth),Noah Cyrus,272180.0,,6.0,complete,0.6101694915254238,False,False,False
skepta interlude,drake,3028685.0,https://genius.com/Drake-skepta-interlude-lyrics,/Drake-skepta-interlude-lyrics,Skepta Interlude by Drake (Ft. Skepta),Drake,358426.0,,31.0,complete,1.0,False,True,False
kill a word,eric church featuring rhiannon giddens,2347610.0,https://genius.com/Eric-church-kill-a-word-lyrics,/Eric-church-kill-a-word-lyrics,Kill A Word by Eric Church (Ft. Rhiannon Giddens),Eric Church,24213.0,,4.0,complete,0.6301369863013698,False,False,False
trap trap trap,rick ross featuring young thug and wale,3017253.0,https://genius.com/Rick-ross-trap-trap-trap-lyrics,/Rick-ross-trap-trap-trap-lyrics,Trap Trap Trap by Rick Ross (Ft. Wale & Young Thug),Rick Ross,129294.0,,23.0,complete,0.6153846153846154,False,False,False
black beatles,rae sremmurd featuring gucci mane,2819932.0,https://genius.com/Rae-sremmurd-black-beatles-lyrics,/Rae-sremmurd-black-beatles-lyrics,Black Beatles by Rae Sremmurd (Ft. Gucci Mane),Rae Sremmurd,4981547.0,,32.0,complete,0.7123287671232876,False,False,False
heathens,twenty one pilots,2532266.0,https://genius.com/Twenty-one-pilots-heathens-lyrics,/Twenty-one-pilots-heathens-lyrics,Heathens by twenty one pilots,twenty one pilots,3112074.0,,12.0,complete,1.0,False,False,False
caroline,amine,2436402.0,https://genius.com/Amine-caroline-lyrics,/Amine-caroline-lyrics,Caroline by Aminé,Aminé,4899984.0,,24.0,complete,1.0,False,False,False
regret in your tears,nicki minaj,3017995.0,https://genius.com/Nicki-minaj-regret-in-your-tears-lyrics,/Nicki-minaj-regret-in-your-tears-lyrics,Regret In Your Tears by Nicki Minaj,Nicki Minaj,398706.0,,10.0,complete,1.0,False,True,False
better man,little big town,2887929.0,https://genius.com/Little-big-town-better-man-lyrics,/Little-big-town-better-man-lyrics,Better Man by Little Big Town,Little Big Town,469365.0,,10.0,complete,1.0,False,True,False
changed it,nicki minaj and lil wayne,3017992.0,https://genius.com/Nicki-minaj-and-lil-wayne-changed-it-lyrics,/Nicki-minaj-and-lil-wayne-changed-it-lyrics,Changed It by Nicki Minaj & Lil Wayne,Nicki Minaj,263337.0,,21.0,complete,0.7586206896551724,False,False,False
chanel,frank ocean,3019198.0,https://genius.com/Frank-ocean-chanel-lyrics,/Frank-ocean-chanel-lyrics,Chanel by Frank Ocean,Frank Ocean,2932567.0,,23.0,complete,1.0,False,False,False
liability,lorde,3017496.0,https://genius.com/Lorde-liability-lyrics,/Lorde-liability-lyrics,Liability by Lorde,Lorde,1233915.0,,8.0,complete,1.0,False,False,False
i got you,bebe rexha,2893223.0,https://genius.com/Bebe-rexha-i-got-you-lyrics,/Bebe-rexha-i-got-you-lyrics,I Got You by Bebe Rexha,Bebe Rexha,179444.0,,2.0,complete,1.0,False,False,False
dive,ed sheeran,2953760.0,https://genius.com/Ed-sheeran-dive-lyrics,/Ed-sheeran-dive-lyrics,Dive by Ed Sheeran,Ed Sheeran,1581750.0,,5.0,complete,1.0,False,False,False
sober saturday night,chris young featuring vince gill,2372701.0,https://genius.com/Chris-young-sober-saturday-night-lyrics,/Chris-young-sober-saturday-night-lyrics,Sober Saturday Night by Chris Young (Ft. Vince Gill),Chris Young,10188.0,,1.0,complete,0.7529411764705882,False,True,False
today,brad paisley,2876178.0,https://genius.com/Brad-paisley-today-lyrics,/Brad-paisley-today-lyrics,Today by Brad Paisley,Brad Paisley,19673.0,,0.0,complete,1.0,False,False,False
selfish,pnb rock,2488833.0,https://genius.com/Pnb-rock-selfish-lyrics,/Pnb-rock-selfish-lyrics,Selfish by PnB Rock,PnB Rock,1188221.0,,9.0,complete,1.0,False,False,False
happier,ed sheeran,2953764.0,https://genius.com/Ed-sheeran-happier-lyrics,/Ed-sheeran-happier-lyrics,Happier by Ed Sheeran,Ed Sheeran,2152783.0,,8.0,complete,1.0,False,False,False
comin out strong,future featuring the weeknd,2999435.0,https://genius.com/Future-comin-out-strong-lyrics,/Future-comin-out-strong-lyrics,Comin Out Strong by Future (Ft. The Weeknd),Future,1404674.0,,20.0,complete,0.6865671641791045,False,True,False
chantaje,shakira featuring maluma,,,,,,,,,,0.0,False,False,False
all time low,jon bellion,749215.0,https://genius.com/Jon-bellion-all-time-low-lyrics,/Jon-bellion-all-time-low-lyrics,All Time Low by Jon Bellion (Ft. Travis Mendes),Jon Bellion,1085592.0,,8.0,complete,1.0,False,False,False
side to side,ariana grande featuring nicki minaj,2457495.0,https://genius.com/Ariana-grande-side-to-side-lyrics,/Ariana-grande-side-to-side-lyrics,Side To Side by Ariana Grande (Ft. Nicki Minaj),Ariana Grande,3137257.0,,15.0,complete,0.7027027027027027,False,False,False
new man,ed sheeran,2953769.0,https://genius.com/Ed-sheeran-new-man-lyrics,/Ed-sheeran-new-man-lyrics,New Man by Ed Sheeran,Ed Sheeran,588374.0,,18.0,complete,1.0,False,False,False
supermarket flowers,ed sheeran,2953767.0,https://genius.com/Ed-sheeran-supermarket-flowers-lyrics,/Ed-sheeran-supermarket-flowers-lyrics,Supermarket Flowers by Ed Sheeran,Ed Sheeran,2275494.0,,6.0,complete,1.0,False,False,False
what do i know,ed sheeran,2953771.0,https://genius.com/Ed-sheeran-what-do-i-know-lyrics,/Ed-sheeran-what-do-i-know-lyrics,What Do I Know? by Ed Sheeran,Ed Sheeran,409010.0,,9.0,complete,1.0,False,False,False
how would you feel,ed sheeran,2953772.0,https://genius.com/Ed-sheeran-how-would-you-feel-paean-lyrics,/Ed-sheeran-how-would-you-feel-paean-lyrics,How Would You Feel (Paean) by Ed Sheeran,Ed Sheeran,550523.0,,4.0,complete,0.90625,False,False,False
eraser,ed sheeran,2953759.0,https://genius.com/Ed-sheeran-eraser-lyrics,/Ed-sheeran-eraser-lyrics,Eraser by Ed Sheeran,Ed Sheeran,643840.0,,18.0,complete,1.0,False,False,False
used to this,future featuring drake,2859956.0,https://genius.com/Future-used-to-this-lyrics,/Future-used-to-this-lyrics,Used to This by Future (Ft. Drake),Future,966094.0,,25.0,complete,0.7037037037037037,False,False,False
hearts don't break around here,ed sheeran,2953766.0,https://genius.com/Ed-sheeran-hearts-dont-break-around-here-lyrics,/Ed-sheeran-hearts-dont-break-around-here-lyrics,Hearts Don't Break Around Here by Ed Sheeran,Ed Sheeran,369957.0,,8.0,complete,0.9876543209876543,False,False,False
barcelona,ed sheeran,2954878.0,https://genius.com/Ed-sheeran-barcelona-lyrics,/Ed-sheeran-barcelona-lyrics,Barcelona by Ed Sheeran,Ed Sheeran,501175.0,,11.0,complete,1.0,False,False,False
star of the show,thomas rhett,2870393.0,https://genius.com/Thomas-rhett-star-of-the-show-lyrics,/Thomas-rhett-star-of-the-show-lyrics,Star of the Show by Thomas Rhett,Thomas Rhett,11996.0,,1.0,complete,1.0,False,False,False
a guy with a girl,blake shelton,2470271.0,https://genius.com/Blake-shelton-a-guy-with-a-girl-lyrics,/Blake-shelton-a-guy-with-a-girl-lyrics,A Guy With a Girl by Blake Shelton,Blake Shelton,33182.0,,2.0,complete,1.0,False,False,False
treat you better,shawn mendes,2478138.0,https://genius.com/Shawn-mendes-treat-you-better-lyrics,/Shawn-mendes-treat-you-better-lyrics,Treat You Better by Shawn Mendes,Shawn Mendes,1885754.0,,8.0,complete,1.0,False,True,False
cash me outside,dj suede the remix god,2976118.0,https://genius.com/Dj-suede-the-remix-god-cash-me-outside-cashmeoutside-lyrics,/Dj-suede-the-remix-god-cash-me-outside-cashmeoutside-lyrics,Cash Me Outside (#CashMeOutside) by DJ Suede The Remix God,DJ Suede The Remix God,54398.0,,2.0,complete,0.8444444444444444,False,False,False
love,lana del rey,2956717.0,https://genius.com/Lana-del-rey-love-lyrics,/Lana-del-rey-love-lyrics,Love by Lana Del Rey,Lana Del Rey,1256435.0,,12.0,complete,1.0,False,False,False
no heart,21 savage and metro boomin,,,,,,,,,,0.0,False,False,False
make love,gucci mane and nicki minaj,3001218.0,https://genius.com/Gucci-mane-and-nicki-minaj-make-love-lyrics,/Gucci-mane-and-nicki-minaj-make-love-lyrics,Make Love by Gucci Mane & Nicki Minaj,Gucci Mane,712259.0,,16.0,complete,0.7142857142857143,False,False,False
love me now,john legend,2875301.0,https://genius.com/John-legend-love-me-now-lyrics,/John-legend-love-me-now-lyrics,Love Me Now by John Legend,John Legend,267769.0,,3.0,complete,1.0,False,False,False
not nice,partynextdoor,2824851.0,https://genius.com/Partynextdoor-not-nice-lyrics,/Partynextdoor-not-nice-lyrics,Not Nice by PARTYNEXTDOOR,PARTYNEXTDOOR,521570.0,,8.0,complete,1.0,False,False,False
broccoli,d.r.a.m. featuring lil yachty,,,,,,,,,,0.0,False,False,False
this town,niall horan,2869685.0,https://genius.com/Niall-horan-this-town-lyrics,/Niall-horan-this-town-lyrics,This Town by Niall Horan,Niall Horan,916198.0,,8.0,complete,1.0,False,False,False
rent money,future,2989248.0,https://genius.com/Future-rent-money-lyrics,/Future-rent-money-lyrics,Rent Money by Future,Future,305860.0,,24.0,complete,1.0,False,False,False
guys my age,hey violet,2862521.0,https://genius.com/Hey-violet-guys-my-age-lyrics,/Hey-violet-guys-my-age-lyrics,Guys My Age by Hey Violet,Hey Violet,116263.0,,3.0,complete,1.0,False,False,False
seein' red,dustin lynch,2732314.0,https://genius.com/Dustin-lynch-seein-red-lyrics,/Dustin-lynch-seein-red-lyrics,Seein' Red by Dustin Lynch,Dustin Lynch,18746.0,,0.0,complete,1.0,False,False,False
super trapper,future,2989258.0,https://genius.com/Future-super-trapper-lyrics,/Future-super-trapper-lyrics,Super Trapper by Future,Future,109562.0,,27.0,complete,1.0,False,False,False
dancing on my own,calum scott,2825324.0,https://genius.com/Calum-scott-dancing-on-my-own-lyrics,/Calum-scott-dancing-on-my-own-lyrics,Dancing on My Own by Calum Scott,Calum Scott,972984.0,,2.0,complete,1.0,False,False,False
no favors,big sean featuring eminem,2973484.0,https://genius.com/Big-sean-no-favors-lyrics,/Big-sean-no-favors-lyrics,No Favors by Big Sean (Ft. Eminem),Big Sean,1442928.0,,47.0,complete,0.6792452830188679,False,False,False
zoom,future,2989253.0,https://genius.com/Future-zoom-lyrics,/Future-zoom-lyrics,Zoom by Future,Future,136129.0,,16.0,complete,1.0,False,False,False
starving,hailee steinfeld and grey featuring zedd,2607518.0,https://genius.com/Hailee-steinfeld-and-grey-starving-lyrics,/Hailee-steinfeld-and-grey-starving-lyrics,Starving by Hailee Steinfeld & Grey (Ft. Zedd),Hailee Steinfeld,677832.0,,6.0,complete,0.6756756756756757,False,False,False
juju on that beat,zay hilfigerrr and zayion mccall,9429167.0,https://genius.com/Zay-hilfigerrr-and-nle-choppa-juju-on-that-beat-2-lyrics,/Zay-hilfigerrr-and-nle-choppa-juju-on-that-beat-2-lyrics,JuJu on That Beat 2 by Zay Hilfigerrr & NLE Choppa,Zay Hilfigerrr,,,0.0,unreleased,0.7619047619047619,False,False,False
bom bidi bom,nick jonas and nicki minaj,2954012.0,https://genius.com/Nick-jonas-and-nicki-minaj-bom-bidi-bom-lyrics,/Nick-jonas-and-nicki-minaj-bom-bidi-bom-lyrics,Bom Bidi Bom by Nick Jonas & Nicki Minaj,Nick Jonas,243227.0,,8.0,complete,0.7419354838709677,False,False,False
helium,sia,2954007.0,https://genius.com/Sia-helium-lyrics,/Sia-helium-lyrics,Helium by Sia,Sia,699575.0,,5.0,complete,1.0,False,False,False
heroe favorito,romeo santos,2972087.0,https://genius.com/Romeo-santos-heroe-favorito-lyrics,/Romeo-santos-heroe-favorito-lyrics,Héroe Favorito by Romeo Santos,Romeo Santos,100917.0,,1.0,complete,1.0,True,False,False
way down we go,kaleo,2307960.0,https://genius.com/Kaleo-way-down-we-go-lyrics,/Kaleo-way-down-we-go-lyrics,Way Down We Go by KALEO,KALEO,462631.0,,8.0,complete,1.0,False,False,False
everything 1k,kodak black,2496316.0,https://genius.com/Kodak-black-everything-1k-lyrics,/Kodak-black-everything-1k-lyrics,Everything 1K by Kodak Black,Kodak Black,184747.0,,10.0,complete,1.0,False,False,False
