date,rank,song,artist,last-week,peak-rank,weeks-on-board
2017-07-01,91,Somebody Else Will,Justin Moore,97.0,91,2
2017-07-01,92,Nobody Else But You,Trey Songz,99.0,92,2
2017-07-01,93,What Ifs,Kane Brown Featuring Lauren Alaina,0.0,93,1
2017-07-01,94,Good Drank,2 Chainz x Gucci Mane x Quavo,84.0,82,14
2017-07-01,95,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",0.0,95,1
2017-07-01,96,Hometown Girl,Josh Turner,90.0,56,16
2017-07-01,97,Reminder,The Weeknd,0.0,31,6
2017-07-01,98,Gyalchester,Drake,91.0,29,11
2017-07-01,99,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87.0,87,2
2017-07-01,100,It Ain't My Fault,Brothers Osborne,0.0,100,1
2017-06-24,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,21
2017-06-24,2,That's What I Like,Bruno Mars,2.0,1,21
2017-06-24,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3.0,1,6
2017-06-24,4,Shape Of You,Ed Sheeran,5.0,1,22
2017-06-24,5,Humble.,Kendrick Lamar,4.0,1,10
2017-06-24,6,Mask Off,Future,6.0,5,16
2017-06-24,7,XO TOUR Llif3,Lil Uzi Vert,9.0,7,11
2017-06-24,8,Something Just Like This,The Chainsmokers & Coldplay,8.0,3,16
2017-06-24,9,Stay,Zedd & Alessia Cara,7.0,7,15
2017-06-24,10,Congratulations,Post Malone Featuring Quavo,10.0,10,24
2017-06-24,11,Say You Won't Let Go,James Arthur,12.0,11,33
2017-06-24,12,Issues,Julia Michaels,11.0,11,20
2017-06-24,13,Believer,Imagine Dragons,15.0,13,18
2017-06-24,14,Body Like A Back Road,Sam Hunt,14.0,6,19
2017-06-24,15,It Ain't Me,Kygo x Selena Gomez,13.0,10,17
2017-06-24,16,Redbone,Childish Gambino,17.0,16,27
2017-06-24,17,Unforgettable,French Montana Featuring Swae Lee,18.0,17,9
2017-06-24,18,There's Nothing Holdin' Me Back,Shawn Mendes,22.0,18,7
2017-06-24,19,iSpy,KYLE Featuring Lil Yachty,16.0,4,24
2017-06-24,20,In Case You Didn't Know,Brett Young,19.0,19,18
2017-06-24,21,Now Or Never,Halsey,26.0,21,9
2017-06-24,22,Location,Khalid,23.0,16,22
2017-06-24,23,Castle On The Hill,Ed Sheeran,28.0,6,22
2017-06-24,24,Rolex,Ayo & Teo,20.0,20,17
2017-06-24,25,Sign Of The Times,Harry Styles,24.0,4,9
2017-06-24,26,Malibu,Miley Cyrus,21.0,10,5
2017-06-24,27,DNA.,Kendrick Lamar,25.0,4,8
2017-06-24,28,Slow Hands,Niall Horan,33.0,28,6
2017-06-24,29,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,31.0,29,12
2017-06-24,30,Bad And Boujee,Migos Featuring Lil Uzi Vert,29.0,1,30
2017-06-24,31,Attention,Charlie Puth,37.0,31,7
2017-06-24,32,Closer,The Chainsmokers Featuring Halsey,32.0,1,45
2017-06-24,33,Swang,Rae Sremmurd,40.0,26,25
2017-06-24,34,Passionfruit,Drake,27.0,8,12
2017-06-24,35,Slide,Calvin Harris Featuring Frank Ocean & Migos,30.0,25,15
2017-06-24,36,Goosebumps,Travis Scott,35.0,32,30
2017-06-24,37,Hurricane,Luke Combs,39.0,31,17
2017-06-24,38,Tunnel Vision,Kodak Black,34.0,6,16
2017-06-24,39,T-Shirt,Migos,36.0,19,21
2017-06-24,40,Magnolia,Playboi Carti,49.0,40,6
2017-06-24,41,24K Magic,Bruno Mars,38.0,4,35
2017-06-24,42,Down,Fifth Harmony Featuring Gucci Mane,0.0,42,1
2017-06-24,43,Slippery,Migos Featuring Gucci Mane,44.0,43,11
2017-06-24,44,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,41.0,41,10
2017-06-24,45,Bad Liar,Selena Gomez,45.0,27,4
2017-06-24,46,The Cure,Lady Gaga,51.0,39,8
2017-06-24,47,Scars To Your Beautiful,Alessia Cara,42.0,8,41
2017-06-24,48,The Fighter,Keith Urban Featuring Carrie Underwood,55.0,38,18
2017-06-24,49,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,43.0,9,27
2017-06-24,50,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,52.0,50,11
2017-06-24,51,Strip That Down,Liam Payne Featuring Quavo,65.0,42,3
2017-06-24,52,Craving You,Thomas Rhett Featuring Maren Morris,59.0,52,10
2017-06-24,53,To The Max,DJ Khaled Featuring Drake,0.0,53,1
2017-06-24,54,If I Told You,Darius Rucker,53.0,53,8
2017-06-24,55,Look At Me!,XXXTENTACION,50.0,34,18
2017-06-24,56,Crying In The Club,Camila Cabello,61.0,47,3
2017-06-24,57,Love.,Kendrick Lamar Featuring Zacari,54.0,18,8
2017-06-24,58,Cold,Maroon 5 Featuring Future,48.0,16,17
2017-06-24,59,First Day Out,Tee Grizzley,57.0,57,10
2017-06-24,60,How Not To,Dan + Shay,63.0,60,10
2017-06-24,61,My Girl,Dylan Scott,64.0,61,7
2017-06-24,62,Everyday We Lit,YFN Lucci Featuring PnB Rock,47.0,47,9
2017-06-24,63,Every Time I Hear That Song,Blake Shelton,67.0,63,5
2017-06-24,64,Portland,Drake Featuring Quavo & Travis Scott,60.0,9,12
2017-06-24,65,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,62.0,47,6
2017-06-24,66,You Look Good,Lady Antebellum,68.0,60,9
2017-06-24,67,Heavy,Linkin Park Featuring Kiiara,58.0,50,16
2017-06-24,68,Privacy,Chris Brown,66.0,66,6
2017-06-24,69,Drinkin' Problem,Midland,71.0,69,5
2017-06-24,70,Felices Los 4,Maluma,70.0,70,4
2017-06-24,71,Black,Dierks Bentley,56.0,56,18
2017-06-24,72,Flatliner,Cole Swindell,73.0,72,7
2017-06-24,73,4 AM,2 Chainz Featuring Travis Scott,0.0,73,1
2017-06-24,74,Loyalty.,Kendrick Lamar Featuring Rihanna,72.0,14,8
2017-06-24,75,Losin Control,Russ,69.0,62,15
2017-06-24,76,Yours If You Want It,Rascal Flatts,76.0,76,3
2017-06-24,77,No Promises,Cheat Codes Featuring Demi Lovato,77.0,74,4
2017-06-24,78,No Such Thing As A Broken Heart,Old Dominion,90.0,78,2
2017-06-24,79,Weak,AJR,86.0,79,5
2017-06-24,80,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,82.0,76,6
2017-06-24,81,Thunder,Imagine Dragons,81.0,70,6
2017-06-24,82,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,0.0,82,1
2017-06-24,83,Swish Swish,Katy Perry Featuring Nicki Minaj,78.0,46,3
2017-06-24,84,Good Drank,2 Chainz x Gucci Mane x Quavo,87.0,82,13
2017-06-24,85,Small Town Boy,Dustin Lynch,0.0,85,1
2017-06-24,86,Most Girls,Hailee Steinfeld,75.0,75,3
2017-06-24,87,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",0.0,87,1
2017-06-24,88,Do Re Mi,blackbear,95.0,87,7
2017-06-24,89,Peek A Boo,Lil Yachty Featuring Migos,80.0,78,4
2017-06-24,90,Hometown Girl,Josh Turner,93.0,56,15
2017-06-24,91,Gyalchester,Drake,79.0,29,10
2017-06-24,92,Met Gala,Gucci Mane Featuring Offset,88.0,88,2
2017-06-24,93,Butterfly Effect,Travis Scott,99.0,93,2
2017-06-24,94,It's Everyday Bro,Jake Paul Featuring Team 10,0.0,94,1
2017-06-24,95,Scared To Be Lonely,Martin Garrix & Dua Lipa,84.0,76,14
2017-06-24,96,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",0.0,81,4
2017-06-24,97,Somebody Else Will,Justin Moore,0.0,97,1
2017-06-24,98,Bon Appetit,Katy Perry Featuring Migos,96.0,59,5
2017-06-24,99,Nobody Else But You,Trey Songz,0.0,99,1
2017-06-24,100,Human,Rag'n'Bone Man,92.0,74,7
2017-06-17,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,20
2017-06-17,2,That's What I Like,Bruno Mars,2.0,1,20
2017-06-17,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3.0,1,5
2017-06-17,4,Humble.,Kendrick Lamar,4.0,1,9
2017-06-17,5,Shape Of You,Ed Sheeran,5.0,1,21
2017-06-17,6,Mask Off,Future,6.0,5,15
2017-06-17,7,Stay,Zedd & Alessia Cara,7.0,7,14
2017-06-17,8,Something Just Like This,The Chainsmokers & Coldplay,8.0,3,15
2017-06-17,9,XO TOUR Llif3,Lil Uzi Vert,9.0,8,10
2017-06-17,10,Congratulations,Post Malone Featuring Quavo,13.0,10,23
2017-06-17,11,Issues,Julia Michaels,11.0,11,19
2017-06-17,12,Say You Won't Let Go,James Arthur,12.0,11,32
2017-06-17,13,It Ain't Me,Kygo x Selena Gomez,10.0,10,16
2017-06-17,14,Body Like A Back Road,Sam Hunt,14.0,6,18
2017-06-17,15,Believer,Imagine Dragons,15.0,15,17
2017-06-17,16,iSpy,KYLE Featuring Lil Yachty,16.0,4,23
2017-06-17,17,Redbone,Childish Gambino,22.0,17,26
2017-06-17,18,Unforgettable,French Montana Featuring Swae Lee,23.0,18,8
2017-06-17,19,In Case You Didn't Know,Brett Young,19.0,19,17
2017-06-17,20,Rolex,Ayo & Teo,31.0,20,16
2017-06-17,21,Malibu,Miley Cyrus,18.0,10,4
2017-06-17,22,There's Nothing Holdin' Me Back,Shawn Mendes,25.0,22,6
2017-06-17,23,Location,Khalid,21.0,16,21
2017-06-17,24,Sign Of The Times,Harry Styles,17.0,4,8
2017-06-17,25,DNA.,Kendrick Lamar,20.0,4,7
2017-06-17,26,Now Or Never,Halsey,26.0,26,8
2017-06-17,27,Passionfruit,Drake,24.0,8,11
2017-06-17,28,Castle On The Hill,Ed Sheeran,30.0,6,21
2017-06-17,29,Bad And Boujee,Migos Featuring Lil Uzi Vert,28.0,1,29
2017-06-17,30,Slide,Calvin Harris Featuring Frank Ocean & Migos,29.0,25,14
2017-06-17,31,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,33.0,31,11
2017-06-17,32,Closer,The Chainsmokers Featuring Halsey,32.0,1,44
2017-06-17,33,Slow Hands,Niall Horan,52.0,33,5
2017-06-17,34,Tunnel Vision,Kodak Black,34.0,6,15
2017-06-17,35,Goosebumps,Travis Scott,36.0,32,29
2017-06-17,36,T-Shirt,Migos,37.0,19,20
2017-06-17,37,Attention,Charlie Puth,35.0,35,6
2017-06-17,38,24K Magic,Bruno Mars,38.0,4,34
2017-06-17,39,Hurricane,Luke Combs,40.0,31,16
2017-06-17,40,Swang,Rae Sremmurd,39.0,26,24
2017-06-17,41,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,48.0,41,9
2017-06-17,42,Scars To Your Beautiful,Alessia Cara,45.0,8,40
2017-06-17,43,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,41.0,9,26
2017-06-17,44,Slippery,Migos Featuring Gucci Mane,51.0,44,10
2017-06-17,45,Bad Liar,Selena Gomez,27.0,27,3
2017-06-17,46,Paris,The Chainsmokers,53.0,6,20
2017-06-17,47,Everyday We Lit,YFN Lucci Featuring PnB Rock,59.0,47,8
2017-06-17,48,Cold,Maroon 5 Featuring Future,44.0,16,16
2017-06-17,49,Magnolia,Playboi Carti,58.0,49,5
2017-06-17,50,Look At Me!,XXXTENTACION,49.0,34,17
2017-06-17,51,The Cure,Lady Gaga,57.0,39,7
2017-06-17,52,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,60.0,52,10
2017-06-17,53,If I Told You,Darius Rucker,55.0,53,7
2017-06-17,54,Love.,Kendrick Lamar Featuring Zacari,54.0,18,7
2017-06-17,55,The Fighter,Keith Urban Featuring Carrie Underwood,62.0,38,17
2017-06-17,56,Black,Dierks Bentley,56.0,56,17
2017-06-17,57,First Day Out,Tee Grizzley,64.0,57,9
2017-06-17,58,Heavy,Linkin Park Featuring Kiiara,50.0,50,15
2017-06-17,59,Craving You,Thomas Rhett Featuring Maren Morris,65.0,53,9
2017-06-17,60,Portland,Drake Featuring Quavo & Travis Scott,61.0,9,11
2017-06-17,61,Crying In The Club,Camila Cabello,47.0,47,2
2017-06-17,62,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,63.0,47,5
2017-06-17,63,How Not To,Dan + Shay,68.0,63,9
2017-06-17,64,My Girl,Dylan Scott,73.0,64,6
2017-06-17,65,Strip That Down,Liam Payne Featuring Quavo,42.0,42,2
2017-06-17,66,Privacy,Chris Brown,72.0,66,5
2017-06-17,67,Every Time I Hear That Song,Blake Shelton,75.0,67,4
2017-06-17,68,You Look Good,Lady Antebellum,71.0,60,8
2017-06-17,69,Losin Control,Russ,69.0,62,14
2017-06-17,70,Felices Los 4,Maluma,90.0,70,3
2017-06-17,71,Drinkin' Problem,Midland,78.0,71,4
2017-06-17,72,Loyalty.,Kendrick Lamar Featuring Rihanna,70.0,14,7
2017-06-17,73,Flatliner,Cole Swindell,81.0,73,6
2017-06-17,74,Somethin Tells Me,Bryson Tiller,0.0,74,1
2017-06-17,75,Most Girls,Hailee Steinfeld,77.0,75,2
2017-06-17,76,Yours If You Want It,Rascal Flatts,76.0,76,2
2017-06-17,77,No Promises,Cheat Codes Featuring Demi Lovato,74.0,74,3
2017-06-17,78,Swish Swish,Katy Perry Featuring Nicki Minaj,46.0,46,2
2017-06-17,79,Gyalchester,Drake,84.0,29,9
2017-06-17,80,Peek A Boo,Lil Yachty Featuring Migos,0.0,78,3
2017-06-17,81,Thunder,Imagine Dragons,82.0,70,5
2017-06-17,82,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,79.0,76,5
2017-06-17,83,Me Enamore,Shakira,0.0,83,2
2017-06-17,84,Scared To Be Lonely,Martin Garrix & Dua Lipa,80.0,76,13
2017-06-17,85,Self-Made,Bryson Tiller,0.0,85,1
2017-06-17,86,Weak,AJR,96.0,86,4
2017-06-17,87,Good Drank,2 Chainz x Gucci Mane x Quavo,88.0,82,12
2017-06-17,88,Met Gala,Gucci Mane Featuring Offset,0.0,88,1
2017-06-17,89,Don't Get Too High,Bryson Tiller,0.0,89,1
2017-06-17,90,No Such Thing As A Broken Heart,Old Dominion,0.0,90,1
2017-06-17,91,Run Me Dry,Bryson Tiller,0.0,91,1
2017-06-17,92,Human,Rag'n'Bone Man,89.0,74,6
2017-06-17,93,Hometown Girl,Josh Turner,85.0,56,14
2017-06-17,94,There For You,Martin Garrix x Troye Sivan,0.0,94,1
2017-06-17,95,Do Re Mi,blackbear,93.0,87,6
2017-06-17,96,Bon Appetit,Katy Perry Featuring Migos,67.0,59,4
2017-06-17,97,Element.,Kendrick Lamar,83.0,16,7
2017-06-17,98,No Longer Friends,Bryson Tiller,0.0,98,1
2017-06-17,99,Butterfly Effect,Travis Scott,0.0,99,1
2017-06-17,100,Strangers,Halsey Featuring Lauren Jauregui,0.0,100,1
2017-06-10,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,19
2017-06-10,2,That's What I Like,Bruno Mars,2.0,1,19
2017-06-10,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3.0,1,4
2017-06-10,4,Humble.,Kendrick Lamar,5.0,1,8
2017-06-10,5,Shape Of You,Ed Sheeran,4.0,1,20
2017-06-10,6,Mask Off,Future,7.0,5,14
2017-06-10,7,Stay,Zedd & Alessia Cara,9.0,7,13
2017-06-10,8,Something Just Like This,The Chainsmokers & Coldplay,6.0,3,14
2017-06-10,9,XO TOUR Llif3,Lil Uzi Vert,8.0,8,9
2017-06-10,10,It Ain't Me,Kygo x Selena Gomez,12.0,10,15
2017-06-10,11,Issues,Julia Michaels,14.0,11,18
2017-06-10,12,Say You Won't Let Go,James Arthur,11.0,11,31
2017-06-10,13,Congratulations,Post Malone Featuring Quavo,13.0,12,22
2017-06-10,14,Body Like A Back Road,Sam Hunt,16.0,6,17
2017-06-10,15,Believer,Imagine Dragons,20.0,15,16
2017-06-10,16,iSpy,KYLE Featuring Lil Yachty,15.0,4,22
2017-06-10,17,Sign Of The Times,Harry Styles,17.0,4,7
2017-06-10,18,Malibu,Miley Cyrus,10.0,10,3
2017-06-10,19,In Case You Didn't Know,Brett Young,23.0,19,16
2017-06-10,20,DNA.,Kendrick Lamar,18.0,4,6
2017-06-10,21,Location,Khalid,19.0,16,20
2017-06-10,22,Redbone,Childish Gambino,29.0,22,25
2017-06-10,23,Unforgettable,French Montana Featuring Swae Lee,24.0,23,7
2017-06-10,24,Passionfruit,Drake,21.0,8,10
2017-06-10,25,There's Nothing Holdin' Me Back,Shawn Mendes,32.0,25,5
2017-06-10,26,Now Or Never,Halsey,38.0,26,7
2017-06-10,27,Bad Liar,Selena Gomez,80.0,27,2
2017-06-10,28,Bad And Boujee,Migos Featuring Lil Uzi Vert,22.0,1,28
2017-06-10,29,Slide,Calvin Harris Featuring Frank Ocean & Migos,25.0,25,13
2017-06-10,30,Castle On The Hill,Ed Sheeran,39.0,6,20
2017-06-10,31,Rolex,Ayo & Teo,30.0,30,15
2017-06-10,32,Closer,The Chainsmokers Featuring Halsey,27.0,1,43
2017-06-10,33,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,36.0,33,10
2017-06-10,34,Tunnel Vision,Kodak Black,26.0,6,14
2017-06-10,35,Attention,Charlie Puth,45.0,35,5
2017-06-10,36,Goosebumps,Travis Scott,37.0,32,28
2017-06-10,37,T-Shirt,Migos,31.0,19,19
2017-06-10,38,24K Magic,Bruno Mars,40.0,4,33
2017-06-10,39,Swang,Rae Sremmurd,35.0,26,23
2017-06-10,40,Hurricane,Luke Combs,34.0,31,15
2017-06-10,41,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,28.0,9,25
2017-06-10,42,Strip That Down,Liam Payne Featuring Quavo,0.0,42,1
2017-06-10,43,Deja Vu,Lauren Duski,0.0,43,1
2017-06-10,44,Cold,Maroon 5 Featuring Future,33.0,16,15
2017-06-10,45,Scars To Your Beautiful,Alessia Cara,41.0,8,39
2017-06-10,46,Swish Swish,Katy Perry Featuring Nicki Minaj,0.0,46,1
2017-06-10,47,Crying In The Club,Camila Cabello,0.0,47,1
2017-06-10,48,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,47.0,47,8
2017-06-10,49,Look At Me!,XXXTENTACION,49.0,34,16
2017-06-10,50,Heavy,Linkin Park Featuring Kiiara,54.0,50,14
2017-06-10,51,Slippery,Migos Featuring Gucci Mane,52.0,48,9
2017-06-10,52,Slow Hands,Niall Horan,60.0,52,4
2017-06-10,53,Paris,The Chainsmokers,42.0,6,19
2017-06-10,54,Love.,Kendrick Lamar Featuring Zacari,51.0,18,6
2017-06-10,55,If I Told You,Darius Rucker,56.0,55,6
2017-06-10,56,Black,Dierks Bentley,57.0,56,16
2017-06-10,57,The Cure,Lady Gaga,53.0,39,6
2017-06-10,58,Magnolia,Playboi Carti,55.0,55,4
2017-06-10,59,Everyday We Lit,YFN Lucci Featuring PnB Rock,63.0,59,7
2017-06-10,60,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,65.0,60,9
2017-06-10,61,Portland,Drake Featuring Quavo & Travis Scott,58.0,9,10
2017-06-10,62,The Fighter,Keith Urban Featuring Carrie Underwood,61.0,38,16
2017-06-10,63,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,64.0,47,4
2017-06-10,64,First Day Out,Tee Grizzley,67.0,64,8
2017-06-10,65,Craving You,Thomas Rhett Featuring Maren Morris,71.0,53,8
2017-06-10,66,Money On You,Chris Blue,0.0,66,1
2017-06-10,67,Bon Appetit,Katy Perry Featuring Migos,59.0,59,3
2017-06-10,68,How Not To,Dan + Shay,74.0,68,8
2017-06-10,69,Losin Control,Russ,68.0,62,13
2017-06-10,70,Loyalty.,Kendrick Lamar Featuring Rihanna,66.0,14,6
2017-06-10,71,You Look Good,Lady Antebellum,83.0,60,7
2017-06-10,72,Privacy,Chris Brown,73.0,72,4
2017-06-10,73,My Girl,Dylan Scott,79.0,73,5
2017-06-10,74,No Promises,Cheat Codes Featuring Demi Lovato,95.0,74,2
2017-06-10,75,Every Time I Hear That Song,Blake Shelton,81.0,75,3
2017-06-10,76,Yours If You Want It,Rascal Flatts,0.0,76,1
2017-06-10,77,Most Girls,Hailee Steinfeld,0.0,77,1
2017-06-10,78,Drinkin' Problem,Midland,85.0,78,3
2017-06-10,79,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,76.0,76,4
2017-06-10,80,Scared To Be Lonely,Martin Garrix & Dua Lipa,77.0,76,12
2017-06-10,81,Flatliner,Cole Swindell,86.0,81,5
2017-06-10,82,Thunder,Imagine Dragons,94.0,70,4
2017-06-10,83,Element.,Kendrick Lamar,70.0,16,6
2017-06-10,84,Gyalchester,Drake,0.0,29,8
2017-06-10,85,Hometown Girl,Josh Turner,78.0,56,13
2017-06-10,86,Chained To The Rhythm,Katy Perry Featuring Skip Marley,88.0,4,15
2017-06-10,87,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,72.0,60,8
2017-06-10,88,Good Drank,2 Chainz x Gucci Mane x Quavo,89.0,82,11
2017-06-10,89,Human,Rag'n'Bone Man,75.0,74,5
2017-06-10,90,Felices Los 4,Maluma,93.0,90,2
2017-06-10,91,Rollin,Calvin Harris Featuring Future & Khalid,62.0,62,2
2017-06-10,92,The Dance,Lauren Duski,0.0,92,1
2017-06-10,93,Do Re Mi,blackbear,99.0,87,5
2017-06-10,94,Boy,Lee Brice,0.0,94,1
2017-06-10,95,El Amante,Nicky Jam,97.0,93,9
2017-06-10,96,Weak,AJR,0.0,94,3
2017-06-10,97,Either Way,Chris Stapleton,0.0,89,2
2017-06-10,98,My Old Man,Zac Brown Band,87.0,68,3
2017-06-10,99,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",0.0,81,3
2017-06-10,100,Any Ol' Barstool,Jason Aldean,91.0,52,18
2017-06-03,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,18
2017-06-03,2,That's What I Like,Bruno Mars,2.0,1,18
2017-06-03,3,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3.0,1,3
2017-06-03,4,Shape Of You,Ed Sheeran,4.0,1,19
2017-06-03,5,Humble.,Kendrick Lamar,5.0,1,7
2017-06-03,6,Something Just Like This,The Chainsmokers & Coldplay,7.0,3,13
2017-06-03,7,Mask Off,Future,6.0,5,13
2017-06-03,8,XO TOUR Llif3,Lil Uzi Vert,8.0,8,8
2017-06-03,9,Stay,Zedd & Alessia Cara,9.0,7,12
2017-06-03,10,Malibu,Miley Cyrus,64.0,10,2
2017-06-03,11,Say You Won't Let Go,James Arthur,13.0,11,30
2017-06-03,12,It Ain't Me,Kygo x Selena Gomez,11.0,10,14
2017-06-03,13,Congratulations,Post Malone Featuring Quavo,12.0,12,21
2017-06-03,14,Issues,Julia Michaels,14.0,12,17
2017-06-03,15,iSpy,KYLE Featuring Lil Yachty,10.0,4,21
2017-06-03,16,Body Like A Back Road,Sam Hunt,15.0,6,16
2017-06-03,17,Sign Of The Times,Harry Styles,18.0,4,6
2017-06-03,18,DNA.,Kendrick Lamar,16.0,4,5
2017-06-03,19,Location,Khalid,17.0,16,19
2017-06-03,20,Believer,Imagine Dragons,20.0,20,15
2017-06-03,21,Passionfruit,Drake,19.0,8,9
2017-06-03,22,Bad And Boujee,Migos Featuring Lil Uzi Vert,21.0,1,27
2017-06-03,23,In Case You Didn't Know,Brett Young,24.0,23,15
2017-06-03,24,Unforgettable,French Montana Featuring Swae Lee,29.0,24,6
2017-06-03,25,Slide,Calvin Harris Featuring Frank Ocean & Migos,28.0,25,12
2017-06-03,26,Tunnel Vision,Kodak Black,23.0,6,13
2017-06-03,27,Closer,The Chainsmokers Featuring Halsey,25.0,1,42
2017-06-03,28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,22.0,9,24
2017-06-03,29,Redbone,Childish Gambino,36.0,29,24
2017-06-03,30,Rolex,Ayo & Teo,30.0,30,14
2017-06-03,31,T-Shirt,Migos,26.0,19,18
2017-06-03,32,There's Nothing Holdin' Me Back,Shawn Mendes,40.0,32,4
2017-06-03,33,Cold,Maroon 5 Featuring Future,34.0,16,14
2017-06-03,34,Hurricane,Luke Combs,31.0,31,14
2017-06-03,35,Swang,Rae Sremmurd,27.0,26,22
2017-06-03,36,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,41.0,36,9
2017-06-03,37,Goosebumps,Travis Scott,33.0,32,27
2017-06-03,38,Now Or Never,Halsey,32.0,32,6
2017-06-03,39,Castle On The Hill,Ed Sheeran,38.0,6,19
2017-06-03,40,24K Magic,Bruno Mars,35.0,4,32
2017-06-03,41,Scars To Your Beautiful,Alessia Cara,42.0,8,38
2017-06-03,42,Paris,The Chainsmokers,37.0,6,18
2017-06-03,43,Love On The Brain,Rihanna,39.0,5,31
2017-06-03,44,Both,Gucci Mane Featuring Drake,43.0,41,22
2017-06-03,45,Attention,Charlie Puth,53.0,45,4
2017-06-03,46,I Feel It Coming,The Weeknd Featuring Daft Punk,44.0,4,26
2017-06-03,47,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,50.0,47,7
2017-06-03,48,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,46.0,2,23
2017-06-03,49,Look At Me!,XXXTENTACION,54.0,34,15
2017-06-03,50,Bounce Back,Big Sean,45.0,6,28
2017-06-03,51,Love.,Kendrick Lamar Featuring Zacari,48.0,18,5
2017-06-03,52,Slippery,Migos Featuring Gucci Mane,56.0,48,8
2017-06-03,53,The Cure,Lady Gaga,49.0,39,5
2017-06-03,54,Heavy,Linkin Park Featuring Kiiara,51.0,51,13
2017-06-03,55,Magnolia,Playboi Carti,63.0,55,3
2017-06-03,56,If I Told You,Darius Rucker,60.0,56,5
2017-06-03,57,Black,Dierks Bentley,58.0,57,15
2017-06-03,58,Portland,Drake Featuring Quavo & Travis Scott,55.0,9,9
2017-06-03,59,Bon Appetit,Katy Perry Featuring Migos,0.0,59,2
2017-06-03,60,Slow Hands,Niall Horan,52.0,52,3
2017-06-03,61,The Fighter,Keith Urban Featuring Carrie Underwood,59.0,38,15
2017-06-03,62,Rollin,Calvin Harris Featuring Future & Khalid,0.0,62,1
2017-06-03,63,Everyday We Lit,YFN Lucci Featuring PnB Rock,69.0,63,6
2017-06-03,64,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47.0,47,3
2017-06-03,65,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,65.0,65,8
2017-06-03,66,Loyalty.,Kendrick Lamar Featuring Rihanna,57.0,14,5
2017-06-03,67,First Day Out,Tee Grizzley,67.0,67,7
2017-06-03,68,Losin Control,Russ,62.0,62,12
2017-06-03,69,The Weekend,Brantley Gilbert,68.0,64,20
2017-06-03,70,Element.,Kendrick Lamar,61.0,16,5
2017-06-03,71,Craving You,Thomas Rhett Featuring Maren Morris,70.0,53,7
2017-06-03,72,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,78.0,60,7
2017-06-03,73,Privacy,Chris Brown,77.0,73,3
2017-06-03,74,How Not To,Dan + Shay,75.0,74,7
2017-06-03,75,Human,Rag'n'Bone Man,74.0,74,4
2017-06-03,76,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,80.0,76,3
