date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_raw,artist_raw,paren_tag,version_type,song_base,artist_canon,artist_key,year,genius_id,genius_url,genius_path,genius_full_title,genius_primary_artist,genius_pageviews,genius_pyongs,genius_annotation_count,genius_lyrics_state,match_score,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint
2015-05-09,54,Don't It,Billy Currington,60.0,54,8,Don't It,Billy Currington,,none,don't it,billy currington,billy currington,2015,569010.0,https://genius.com/Billy-currington-dont-it-lyrics,/Billy-currington-dont-it-lyrics,Don't It by Billy Currington,Billy Currington,8039.0,,14.0,complete,0.9795918367346939,False,False,False
2015-05-09,55,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",61.0,15,8,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",,none,all day,"kanye west featuring theophilus london, allan kingdom and paul mccartney","kanye west featuring theophilus london, allan kingdom and paul mccartney",2015,,,,,,,,,,0.0,False,False,False
2015-05-09,56,A Guy Walks Into A Bar,Tyler Farr,59.0,56,17,A Guy Walks Into A Bar,Tyler Farr,,none,a guy walks into a bar,tyler farr,tyler farr,2015,726286.0,https://genius.com/Tyler-farr-a-guy-walks-into-a-bar-lyrics,/Tyler-farr-a-guy-walks-into-a-bar-lyrics,A Guy Walks into a Bar by Tyler Farr,Tyler Farr,8099.0,,6.0,complete,1.0,False,False,False
2015-05-09,57,Raise 'Em Up,Keith Urban Featuring Eric Church,62.0,57,9,Raise 'Em Up,Keith Urban Featuring Eric Church,,none,raise 'em up,keith urban featuring eric church,keith urban featuring eric church,2015,561177.0,https://genius.com/Keith-urban-raise-em-up-lyrics,/Keith-urban-raise-em-up-lyrics,Raise 'Em Up by Keith Urban (Ft. Eric Church),Keith Urban,5313.0,,14.0,complete,0.6764705882352942,False,False,False
2015-05-09,58,Smoke,A Thousand Horses,66.0,58,9,Smoke,A Thousand Horses,,none,smoke,a thousand horses,a thousand horses,2015,1784449.0,https://genius.com/A-thousand-horses-smoke-lyrics,/A-thousand-horses-smoke-lyrics,Smoke by A Thousand Horses,A Thousand Horses,9821.0,,2.0,complete,1.0,False,False,False
2015-05-09,59,Geronimo,Sheppard,64.0,58,18,Geronimo,Sheppard,,none,geronimo,sheppard,sheppard,2015,468605.0,https://genius.com/Sheppard-geronimo-lyrics,/Sheppard-geronimo-lyrics,Geronimo by Sheppard,Sheppard,121845.0,,6.0,complete,1.0,False,False,False
2015-05-09,60,Bright,Echosmith,70.0,60,6,Bright,Echosmith,,none,bright,echosmith,echosmith,2015,361999.0,https://genius.com/Echosmith-bright-lyrics,/Echosmith-bright-lyrics,Bright by Echosmith,Echosmith,102013.0,,8.0,complete,1.0,False,False,False
2015-05-09,61,Know Yourself,Drake,57.0,53,10,Know Yourself,Drake,,none,know yourself,drake,drake,2015,703654.0,https://genius.com/Drake-know-yourself-lyrics,/Drake-know-yourself-lyrics,Know Yourself by Drake,Drake,5381827.0,,56.0,complete,1.0,False,False,False
2015-05-09,62,Outside,Calvin Harris Featuring Ellie Goulding,51.0,29,20,Outside,Calvin Harris Featuring Ellie Goulding,,none,outside,calvin harris featuring ellie goulding,calvin harris featuring ellie goulding,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,63,I Bet,Ciara,63.0,43,9,I Bet,Ciara,,none,i bet,ciara,ciara,2015,672664.0,https://genius.com/Ciara-i-bet-lyrics,/Ciara-i-bet-lyrics,I Bet by Ciara,Ciara,400037.0,,5.0,complete,1.0,False,False,False
2015-05-09,64,Sangria,Blake Shelton,93.0,64,2,Sangria,Blake Shelton,,none,sangria,blake shelton,blake shelton,2015,566176.0,https://genius.com/Blake-shelton-sangria-lyrics,/Blake-shelton-sangria-lyrics,Sangria by Blake Shelton,Blake Shelton,54018.0,,7.0,complete,1.0,False,False,False
2015-05-09,65,I Really Like You,Carly Rae Jepsen,39.0,39,8,I Really Like You,Carly Rae Jepsen,,none,i really like you,carly rae jepsen,carly rae jepsen,2015,715176.0,https://genius.com/Carly-rae-jepsen-i-really-like-you-lyrics,/Carly-rae-jepsen-i-really-like-you-lyrics,I Really Like You by Carly Rae Jepsen,Carly Rae Jepsen,183583.0,,5.0,complete,1.0,False,False,False
2015-05-09,66,King Kunta,Kendrick Lamar,68.0,58,6,King Kunta,Kendrick Lamar,,none,king kunta,kendrick lamar,kendrick lamar,2015,721659.0,https://genius.com/Kendrick-lamar-king-kunta-lyrics,/Kendrick-lamar-king-kunta-lyrics,King Kunta by Kendrick Lamar,Kendrick Lamar,5134816.0,,25.0,complete,1.0,False,False,False
2015-05-09,67,Nobody Love,Tori Kelly,69.0,66,9,Nobody Love,Tori Kelly,,none,nobody love,tori kelly,tori kelly,2015,702641.0,https://genius.com/Tori-kelly-nobody-love-lyrics,/Tori-kelly-nobody-love-lyrics,Nobody Love by Tori Kelly,Tori Kelly,40030.0,,4.0,complete,1.0,False,False,False
2015-05-09,68,Energy,Drake,67.0,26,11,Energy,Drake,,none,energy,drake,drake,2015,703741.0,https://genius.com/Drake-energy-lyrics,/Drake-energy-lyrics,Energy by Drake,Drake,2919945.0,,34.0,complete,1.0,False,False,False
2015-05-09,69,Little Red Wagon,Miranda Lambert,72.0,55,11,Little Red Wagon,Miranda Lambert,,none,little red wagon,miranda lambert,miranda lambert,2015,483148.0,https://genius.com/Miranda-lambert-little-red-wagon-lyrics,/Miranda-lambert-little-red-wagon-lyrics,Little Red Wagon by Miranda Lambert,Miranda Lambert,45799.0,,6.0,complete,1.0,False,False,False
2015-05-09,70,Ain't Worth The Whiskey,Cole Swindell,65.0,43,17,Ain't Worth The Whiskey,Cole Swindell,,none,ain't worth the whiskey,cole swindell,cole swindell,2015,569065.0,https://genius.com/Cole-swindell-aint-worth-the-whiskey-lyrics,/Cole-swindell-aint-worth-the-whiskey-lyrics,Ain't Worth the Whiskey by Cole Swindell,Cole Swindell,20351.0,,1.0,complete,0.9863013698630136,False,False,False
2015-05-09,71,Fight Song,Rachel Platten,80.0,71,2,Fight Song,Rachel Platten,,none,fight song,rachel platten,rachel platten,2015,591746.0,https://genius.com/Rachel-platten-fight-song-lyrics,/Rachel-platten-fight-song-lyrics,Fight Song by Rachel Platten,Rachel Platten,841864.0,,8.0,complete,1.0,False,False,False
2015-05-09,72,Lean On,Major Lazer & DJ Snake Featuring MO,87.0,72,3,Lean On,Major Lazer & DJ Snake Featuring MO,,none,lean on,major lazer and dj snake featuring mo,major lazer and dj snake featuring mo,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,73,Commas,Future,76.0,73,4,Commas,Future,,none,commas,future,future,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,74,Little Toy Guns,Carrie Underwood,75.0,74,6,Little Toy Guns,Carrie Underwood,,none,little toy guns,carrie underwood,carrie underwood,2015,610495.0,https://genius.com/Carrie-underwood-little-toy-guns-lyrics,/Carrie-underwood-little-toy-guns-lyrics,Little Toy Guns by Carrie Underwood,Carrie Underwood,23680.0,,17.0,complete,1.0,False,False,False
2015-05-09,75,Wild Child,Kenny Chesney With Grace Potter,73.0,73,6,Wild Child,Kenny Chesney With Grace Potter,,none,wild child,kenny chesney with grace potter,kenny chesney with grace potter,2015,696270.0,https://genius.com/Kenny-chesney-wild-child-lyrics,/Kenny-chesney-wild-child-lyrics,Wild Child by Kenny Chesney (Ft. Grace Potter),Kenny Chesney,32398.0,,3.0,complete,0.7272727272727273,False,False,False
2015-05-09,76,Believe,Mumford & Sons,71.0,31,7,Believe,Mumford & Sons,,none,believe,mumford and sons,mumford and sons,2015,715738.0,https://genius.com/Mumford-and-sons-believe-lyrics,/Mumford-and-sons-believe-lyrics,Believe by Mumford & Sons,Mumford & Sons,106537.0,,10.0,complete,0.9090909090909091,False,False,False
2015-05-09,77,Nothing Without Love,Nate Ruess,0.0,77,1,Nothing Without Love,Nate Ruess,,none,nothing without love,nate ruess,nate ruess,2015,707797.0,https://genius.com/Nate-ruess-nothing-without-love-lyrics,/Nate-ruess-nothing-without-love-lyrics,Nothing Without Love by Nate Ruess,Nate Ruess,22427.0,,6.0,complete,1.0,False,False,False
2015-05-09,78,American Oxygen,Rihanna,91.0,78,2,American Oxygen,Rihanna,,none,american oxygen,rihanna,rihanna,2015,718028.0,https://genius.com/Rihanna-american-oxygen-lyrics,/Rihanna-american-oxygen-lyrics,American Oxygen by Rihanna,Rihanna,133037.0,,6.0,complete,1.0,False,False,False
2015-05-09,79,Get Low,Dillon Francis & DJ Snake,74.0,61,4,Get Low,Dillon Francis & DJ Snake,,none,get low,dillon francis and dj snake,dillon francis and dj snake,2015,545431.0,https://genius.com/Dillon-francis-and-dj-snake-get-low-lyrics,/Dillon-francis-and-dj-snake-get-low-lyrics,Get Low by Dillon Francis & DJ Snake,Dillon Francis,48516.0,,1.0,complete,0.7719298245614035,False,False,False
2015-05-09,80,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,85.0,80,6,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,,none,diamond rings and old barstools,tim mcgraw with catherine dunn,tim mcgraw with catherine dunn,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,81,The Matrimony,Wale Featuring Usher,88.0,81,4,The Matrimony,Wale Featuring Usher,,none,the matrimony,wale featuring usher,wale featuring usher,2015,715731.0,https://genius.com/Wale-the-matrimony-lyrics,/Wale-the-matrimony-lyrics,The Matrimony by Wale (Ft. USHER),Wale,973925.0,,6.0,complete,0.6923076923076923,False,False,False
2015-05-09,82,Love Me Like You Mean It,Kelsea Ballerini,92.0,82,4,Love Me Like You Mean It,Kelsea Ballerini,,none,love me like you mean it,kelsea ballerini,kelsea ballerini,2015,728310.0,https://genius.com/Kelsea-ballerini-love-me-like-you-mean-it-lyrics,/Kelsea-ballerini-love-me-like-you-mean-it-lyrics,Love Me Like You Mean It by Kelsea Ballerini,Kelsea Ballerini,16583.0,,1.0,complete,1.0,False,False,False
2015-05-09,83,Nasty,Bandit Gang Marco Featuring Dro,0.0,83,1,Nasty,Bandit Gang Marco Featuring Dro,,none,nasty,bandit gang marco featuring dro,bandit gang marco featuring dro,2015,362582.0,https://genius.com/Bandit-gang-marco-nasty-lyrics,/Bandit-gang-marco-nasty-lyrics,Nasty by Bandit Gang Marco (Ft. Young Dro),Bandit Gang Marco,113915.0,,2.0,complete,0.7666666666666667,False,False,False
2015-05-09,84,Make It Rain,Koryn Hawthorne,0.0,84,1,Make It Rain,Koryn Hawthorne,,none,make it rain,koryn hawthorne,koryn hawthorne,2015,3211778.0,https://genius.com/Koryn-hawthorne-speak-the-name-lyrics,/Koryn-hawthorne-speak-the-name-lyrics,Speak the Name by Koryn Hawthorne (Ft. Natalie Grant),Koryn Hawthorne,85133.0,,3.0,complete,0.7241379310344828,False,False,False
2015-05-09,85,Be Real,Kid Ink Featuring DeJ Loaf,96.0,85,2,Be Real,Kid Ink Featuring DeJ Loaf,,none,be real,kid ink featuring dej loaf,kid ink featuring dej loaf,2015,690295.0,https://genius.com/Kid-ink-be-real-lyrics,/Kid-ink-be-real-lyrics,Be Real by Kid Ink (Ft. DeJ Loaf),Kid Ink,281488.0,,18.0,complete,0.6122448979591837,False,False,False
2015-05-09,86,She Don't Love You,Eric Paslay,77.0,77,8,She Don't Love You,Eric Paslay,,none,she don't love you,eric paslay,eric paslay,2015,569029.0,https://genius.com/Eric-paslay-she-dont-love-you-lyrics,/Eric-paslay-she-dont-love-you-lyrics,She Don’t Love You by Eric Paslay,Eric Paslay,11405.0,,6.0,complete,0.9830508474576272,False,False,False
2015-05-09,87,Love You Like That,Canaan Smith,89.0,87,5,Love You Like That,Canaan Smith,,none,love you like that,canaan smith,canaan smith,2015,569023.0,https://genius.com/Canaan-smith-love-you-like-that-lyrics,/Canaan-smith-love-you-like-that-lyrics,Love You Like That by Canaan Smith,Canaan Smith,18155.0,,2.0,complete,1.0,False,False,False
2015-05-09,88,Like A Wrecking Ball,Eric Church,86.0,86,5,Like A Wrecking Ball,Eric Church,,none,like a wrecking ball,eric church,eric church,2015,562434.0,https://genius.com/Eric-church-like-a-wrecking-ball-lyrics,/Eric-church-like-a-wrecking-ball-lyrics,Like A Wrecking Ball by Eric Church,Eric Church,42490.0,,5.0,complete,1.0,False,False,False
2015-05-09,89,10 Bands,Drake,82.0,58,11,10 Bands,Drake,,none,10 bands,drake,drake,2015,703738.0,https://genius.com/Drake-10-bands-lyrics,/Drake-10-bands-lyrics,10 Bands by Drake,Drake,1499488.0,,21.0,complete,1.0,False,False,False
2015-05-09,90,Baby Be My Love Song,Easton Corbin,97.0,90,3,Baby Be My Love Song,Easton Corbin,,none,baby be my love song,easton corbin,easton corbin,2015,1930690.0,https://genius.com/Easton-corbin-baby-be-my-love-song-lyrics,/Easton-corbin-baby-be-my-love-song-lyrics,Baby Be My Love Song by Easton Corbin,Easton Corbin,,,2.0,complete,1.0,False,False,False
2015-05-09,91,Wet Dreamz,J. Cole,0.0,73,3,Wet Dreamz,J. Cole,,none,wet dreamz,j. cole,j. cole,2015,599388.0,https://genius.com/J-cole-wet-dreamz-lyrics,/J-cole-wet-dreamz-lyrics,Wet Dreamz by J. Cole,J. Cole,3806775.0,,18.0,complete,1.0,False,False,False
2015-05-09,92,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,94.0,66,5,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,Forgiveness,other,el perdon,nicky jam and enrique iglesias,nicky jam and enrique iglesias,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,93,Renegades,X Ambassadors,99.0,93,2,Renegades,X Ambassadors,,none,renegades,x ambassadors,x ambassadors,2015,1779228.0,https://genius.com/X-ambassadors-renegades-lyrics,/X-ambassadors-renegades-lyrics,Renegades by X Ambassadors,X Ambassadors,261457.0,,5.0,complete,1.0,False,False,False
2015-05-09,94,Legend,Drake,90.0,52,11,Legend,Drake,,none,legend,drake,drake,2015,703734.0,https://genius.com/Drake-legend-lyrics,/Drake-legend-lyrics,Legend by Drake,Drake,2078792.0,,24.0,complete,1.0,False,False,False
2015-05-09,95,Cheerleader,OMI,0.0,95,1,Cheerleader,OMI,,none,cheerleader,omi,omi,2015,1856610.0,https://genius.com/Omi-cheerleader-lyrics,/Omi-cheerleader-lyrics,Cheerleader by OMI,OMI,655688.0,,10.0,complete,1.0,False,False,False
2015-05-09,96,Flex (Ooh Ooh Ooh),Rich Homie Quan,0.0,96,1,Flex (Ooh Ooh Ooh),Rich Homie Quan,Ooh Ooh Ooh,other,flex,rich homie quan,rich homie quan,2015,658724.0,https://genius.com/Rich-homie-quan-flex-ooh-ooh-ooh-lyrics,/Rich-homie-quan-flex-ooh-ooh-ooh-lyrics,"Flex (Ooh, Ooh, Ooh) by Rich Homie Quan",Rich Homie Quan,1214170.0,,16.0,complete,0.7692307692307693,False,False,False
2015-05-09,97,Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",84.0,70,3,Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",,none,ride out,"kid ink, tyga, wale, yg and rich homie quan","kid ink, tyga, wale, yg and rich homie quan",2015,,,,,,,,,,0.0,False,False,False
2015-05-09,98,Trouble,Iggy Azalea Featuring Jennifer Hudson,83.0,67,5,Trouble,Iggy Azalea Featuring Jennifer Hudson,,none,trouble,iggy azalea featuring jennifer hudson,iggy azalea featuring jennifer hudson,2015,,,,,,,,,,0.0,False,False,False
2015-05-09,99,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,0.0,99,1,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,#IDGT,other,i don't get tired,kevin gates featuring august alsina,kevin gates featuring august alsina,2015,583542.0,https://genius.com/Kevin-gates-i-dont-get-tired-lyrics,/Kevin-gates-i-dont-get-tired-lyrics,I Don't Get Tired by Kevin Gates (Ft. August Alsina),Kevin Gates,347406.0,,21.0,complete,0.691358024691358,False,False,False
2015-05-09,100,Iris,Sawyer Fredericks,0.0,100,1,Iris,Sawyer Fredericks,,none,iris,sawyer fredericks,sawyer fredericks,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1.0,1,6,See You Again,Wiz Khalifa Featuring Charlie Puth,,none,see you again,wiz khalifa featuring charlie puth,wiz khalifa featuring charlie puth,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,2,Uptown Funk!,Mark Ronson Featuring Bruno Mars,2.0,1,23,Uptown Funk!,Mark Ronson Featuring Bruno Mars,,none,uptown funk,mark ronson featuring bruno mars,mark ronson featuring bruno mars,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,3,Earned It (Fifty Shades Of Grey),The Weeknd,6.0,3,17,Earned It (Fifty Shades Of Grey),The Weeknd,Fifty Shades Of Grey,other,earned it,the weeknd,weeknd,2015,639914.0,https://genius.com/The-weeknd-earned-it-lyrics,/The-weeknd-earned-it-lyrics,Earned It by The Weeknd,The Weeknd,1783193.0,,10.0,complete,1.0,False,False,False
2015-05-02,4,Sugar,Maroon 5,3.0,2,14,Sugar,Maroon 5,,none,sugar,maroon 5,maroon 5,2015,508933.0,https://genius.com/Maroon-5-sugar-lyrics,/Maroon-5-sugar-lyrics,Sugar by Maroon 5,Maroon 5,1821191.0,,13.0,complete,1.0,False,False,False
2015-05-02,5,Trap Queen,Fetty Wap,4.0,4,13,Trap Queen,Fetty Wap,,none,trap queen,fetty wap,fetty wap,2015,496445.0,https://genius.com/Fetty-wap-trap-queen-lyrics,/Fetty-wap-trap-queen-lyrics,Trap Queen by Fetty Wap,Fetty Wap,7660703.0,,22.0,complete,1.0,False,False,False
2015-05-02,6,Love Me Like You Do,Ellie Goulding,7.0,3,15,Love Me Like You Do,Ellie Goulding,,none,love me like you do,ellie goulding,ellie goulding,2015,665379.0,https://genius.com/Ellie-goulding-love-me-like-you-do-lyrics,/Ellie-goulding-love-me-like-you-do-lyrics,Love Me Like You Do by Ellie Goulding,Ellie Goulding,1197214.0,,9.0,complete,1.0,False,False,False
2015-05-02,7,Thinking Out Loud,Ed Sheeran,5.0,2,28,Thinking Out Loud,Ed Sheeran,,none,thinking out loud,ed sheeran,ed sheeran,2015,437103.0,https://genius.com/Ed-sheeran-thinking-out-loud-lyrics,/Ed-sheeran-thinking-out-loud-lyrics,Thinking Out Loud by Ed Sheeran,Ed Sheeran,2325423.0,,14.0,complete,1.0,False,False,False
2015-05-02,8,Shut Up And Dance,WALK THE MOON,9.0,8,23,Shut Up And Dance,WALK THE MOON,,none,shut up and dance,walk the moon,walk the moon,2015,474036.0,https://genius.com/Walk-the-moon-shut-up-and-dance-lyrics,/Walk-the-moon-shut-up-and-dance-lyrics,Shut Up and Dance by WALK THE MOON,WALK THE MOON,1036016.0,,11.0,complete,1.0,False,False,False
2015-05-02,9,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,8.0,8,23,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,none,g d f r,flo rida featuring sage the gemini and lookas,flo rida featuring sage the gemini and lookas,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,10,Somebody,Natalie La Rose Featuring Jeremih,11.0,10,13,Somebody,Natalie La Rose Featuring Jeremih,,none,somebody,natalie la rose featuring jeremih,natalie la rose featuring jeremih,2015,655148.0,https://genius.com/Natalie-la-rose-somebody-lyrics,/Natalie-la-rose-somebody-lyrics,Somebody by Natalie La Rose (Ft. Jeremih),Natalie La Rose,599876.0,,8.0,complete,0.7272727272727273,False,False,False
2015-05-02,11,Want To Want Me,Jason Derulo,12.0,11,6,Want To Want Me,Jason Derulo,,none,want to want me,jason derulo,jason derulo,2015,720259.0,https://genius.com/Jason-derulo-want-to-want-me-lyrics,/Jason-derulo-want-to-want-me-lyrics,Want To Want Me by Jason Derulo,Jason Derulo,231886.0,,10.0,complete,1.0,False,False,False
2015-05-02,12,Style,Taylor Swift,10.0,6,19,Style,Taylor Swift,,none,style,taylor swift,taylor swift,2015,542390.0,https://genius.com/Taylor-swift-style-lyrics,/Taylor-swift-style-lyrics,Style by Taylor Swift,Taylor Swift,2022398.0,,17.0,complete,1.0,False,False,False
2015-05-02,13,One Last Time,Ariana Grande,15.0,13,10,One Last Time,Ariana Grande,,none,one last time,ariana grande,ariana grande,2015,500846.0,https://genius.com/Ariana-grande-one-last-time-lyrics,/Ariana-grande-one-last-time-lyrics,One Last Time by Ariana Grande,Ariana Grande,2066113.0,,1.0,complete,1.0,False,False,False
2015-05-02,14,Chains,Nick Jonas,14.0,13,12,Chains,Nick Jonas,,none,chains,nick jonas,nick jonas,2015,484112.0,https://genius.com/Nick-jonas-chains-lyrics,/Nick-jonas-chains-lyrics,Chains by Nick Jonas,Nick Jonas,94852.0,,7.0,complete,1.0,False,False,False
2015-05-02,15,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,16.0,15,15,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,,none,post to be,omarion featuring chris brown and jhene aiko,omarion featuring chris brown and jhene aiko,2015,607906.0,https://genius.com/Alan-z-and-dj-xross-post-to-be-omarion-chris-brown-and-jhene-aiko-remix-lyrics,/Alan-z-and-dj-xross-post-to-be-omarion-chris-brown-and-jhene-aiko-remix-lyrics,"Post To Be (Omarion, Chris Brown, and Jhene Aiko Remix) by Alan Z & DJ Xross",Alan Z,6159.0,,1.0,complete,0.7964601769911505,False,True,False
2015-05-02,16,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,13.0,4,13,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,,none,fourfiveseconds,rihanna and kanye west and paul mccartney,rihanna and kanye west and paul mccartney,2015,2207667.0,https://genius.com/2015-o-t-c-fourfiveseconds-tribute-to-rihanna-kanye-west-and-paul-mccartney-instrumental-version-lyrics,/2015-o-t-c-fourfiveseconds-tribute-to-rihanna-kanye-west-and-paul-mccartney-instrumental-version-lyrics,"FourFiveSeconds - Tribute to Rihanna, Kanye West and Paul McCartney (Instrumental Version) by 2015 O T C",2015 O T C,,,1.0,complete,0.6928104575163399,False,True,False
2015-05-02,17,B**** Better Have My Money,Rihanna,21.0,17,4,B**** Better Have My Money,Rihanna,,none,b better have my money,rihanna,rihanna,2015,2174690.0,https://genius.com/Karmin-bitch-better-have-my-money-lyrics,/Karmin-bitch-better-have-my-money-lyrics,Bitch Better Have My Money by Karmin,Karmin,,,1.0,complete,0.8253968253968254,False,True,False
2015-05-02,18,Talking Body,Tove Lo,24.0,18,12,Talking Body,Tove Lo,,none,talking body,tove lo,tove lo,2015,518089.0,https://genius.com/Tove-lo-talking-body-lyrics,/Tove-lo-talking-body-lyrics,Talking Body by Tove Lo,Tove Lo,343517.0,,10.0,complete,1.0,False,False,False
2015-05-02,19,Time Of Our Lives,Pitbull & Ne-Yo,17.0,9,19,Time Of Our Lives,Pitbull & Ne-Yo,,none,time of our lives,pitbull and ne-yo,pitbull and ne-yo,2015,579177.0,https://genius.com/Pitbull-and-ne-yo-time-of-our-lives-lyrics,/Pitbull-and-ne-yo-time-of-our-lives-lyrics,Time of Our Lives by Pitbull & Ne-Yo,Pitbull,370452.0,,9.0,complete,0.8333333333333334,False,False,False
2015-05-02,20,Lay Me Down,Sam Smith,20.0,8,11,Lay Me Down,Sam Smith,,none,lay me down,sam smith,sam smith,2015,183538.0,https://genius.com/Sam-smith-lay-me-down-lyrics,/Sam-smith-lay-me-down-lyrics,Lay Me Down by Sam Smith,Sam Smith,1538023.0,,2.0,complete,1.0,False,False,False
2015-05-02,21,Take Your Time,Sam Hunt,22.0,20,16,Take Your Time,Sam Hunt,,none,take your time,sam hunt,sam hunt,2015,547828.0,https://genius.com/Sam-hunt-take-your-time-lyrics,/Sam-hunt-take-your-time-lyrics,Take Your Time by Sam Hunt,Sam Hunt,276336.0,,24.0,complete,1.0,False,False,False
2015-05-02,22,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,18.0,14,13,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,,none,truffle butter,nicki minaj featuring drake and lil wayne,nicki minaj featuring drake and lil wayne,2015,622818.0,https://genius.com/Nicki-minaj-truffle-butter-lyrics,/Nicki-minaj-truffle-butter-lyrics,Truffle Butter by Nicki Minaj (Ft. Drake & Lil Wayne),Nicki Minaj,2595448.0,,20.0,complete,0.6341463414634146,False,True,False
2015-05-02,23,Blank Space,Taylor Swift,19.0,1,25,Blank Space,Taylor Swift,,none,blank space,taylor swift,taylor swift,2015,542389.0,https://genius.com/Taylor-swift-blank-space-lyrics,/Taylor-swift-blank-space-lyrics,Blank Space by Taylor Swift,Taylor Swift,2144879.0,,20.0,complete,1.0,False,False,False
2015-05-02,24,Dear Future Husband,Meghan Trainor,26.0,24,14,Dear Future Husband,Meghan Trainor,,none,dear future husband,meghan trainor,meghan trainor,2015,513887.0,https://genius.com/Meghan-trainor-dear-future-husband-lyrics,/Meghan-trainor-dear-future-husband-lyrics,Dear Future Husband by Meghan Trainor,Meghan Trainor,703968.0,,11.0,complete,1.0,False,True,False
2015-05-02,25,Girl Crush,Little Big Town,56.0,25,9,Girl Crush,Little Big Town,,none,girl crush,little big town,little big town,2015,547812.0,https://genius.com/Little-big-town-girl-crush-lyrics,/Little-big-town-girl-crush-lyrics,Girl Crush by Little Big Town,Little Big Town,261512.0,,10.0,complete,1.0,False,False,False
2015-05-02,26,Take Me To Church,Hozier,23.0,2,36,Take Me To Church,Hozier,,none,take me to church,hozier,hozier,2015,226866.0,https://genius.com/Hozier-take-me-to-church-lyrics,/Hozier-take-me-to-church-lyrics,Take Me to Church by Hozier,Hozier,7181420.0,,29.0,complete,1.0,False,False,False
2015-05-02,27,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",44.0,27,4,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",,none,hey mama,"david guetta featuring nicki minaj, bebe rexha and afrojack","david guetta featuring nicki minaj, bebe rexha and afrojack",2015,,,,,,,,,,0.0,False,False,False
2015-05-02,28,Blessings,Big Sean Featuring Drake,28.0,28,11,Blessings,Big Sean Featuring Drake,,none,blessings,big sean featuring drake,big sean featuring drake,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,29,Ayo,Chris Brown & Tyga,25.0,21,15,Ayo,Chris Brown & Tyga,,none,ayo,chris brown and tyga,chris brown and tyga,2015,,,,,,,,,,0.0,False,False,False
2015-05-02,30,I Want You To Know,Zedd Featuring Selena Gomez,29.0,17,8,I Want You To Know,Zedd Featuring Selena Gomez,,none,i want you to know,zedd featuring selena gomez,zedd featuring selena gomez,2015,709053.0,https://genius.com/Zedd-i-want-you-to-know-lyrics,/Zedd-i-want-you-to-know-lyrics,I Want You To Know by Zedd (Ft. Selena Gomez),Zedd,112224.0,,7.0,complete,0.6666666666666666,False,False,False
2015-05-02,31,"Honey, I'm Good.",Andy Grammer,34.0,31,8,"Honey, I'm Good.",Andy Grammer,,none,honey i'm good,andy grammer,andy grammer,2015,491416.0,https://genius.com/Andy-grammer-honey-im-good-lyrics,/Andy-grammer-honey-im-good-lyrics,"Honey, I'm Good. by Andy Grammer",Andy Grammer,344199.0,,9.0,complete,0.9811320754716981,False,False,False
2015-05-02,32,Shake It Off,Taylor Swift,27.0,1,35,Shake It Off,Taylor Swift,,none,shake it off,taylor swift,taylor swift,2015,499725.0,https://genius.com/Taylor-swift-shake-it-off-lyrics,/Taylor-swift-shake-it-off-lyrics,Shake It Off by Taylor Swift,Taylor Swift,1415481.0,,10.0,complete,1.0,False,False,False
